rooms,age,bath,neighborhood,aparment_floor,view,bedrooms,expenses,floor,nbr_floors,covered area,total_area,type,address,price
1.0,5 años,1.0,Palermo - Capital Federal,,Contrafrente,,2200.0,,,34.0,35.0,,Godoy Cruz Al 1300,11000
1.0,7 años,1.0,Monte Castro - Capital Federal,4.0,Frente,,1150.0,,6.0,22.0,25.0,Departamento,Emilio Lamarca Al 1600,9000
1.0,,1.0,Villa Urquiza - Capital Federal,,,,,,,36.0,45.0,,Bauness 1981,12500
1.0,0 años,1.0,Villa Devoto - Capital Federal,4.0,Contrafrente,,1450.0,,8.0,36.0,41.0,Departamento,José Cubas Al 3600,11000
1.0,1 años,1.0,Villa Luro - Capital Federal,,,,,,,31.0,38.0,Departamento,Elpidio González 5350,13000
1.0,0 años,1.0,Almagro - Capital Federal,,Frente,,4300.0,,,35.0,38.0,,Pringles Al 400,12000
1.0,7 años,1.0,Coghlan - Capital Federal,6.0,Contrafrente,,2300.0,,3.0,25.0,36.0,Departamento,Tomas Le Breton Al 4500,15000
1.0,0 años,1.0,Palermo - Capital Federal,,Lateral,,4500.0,,3.0,38.0,81.0,,Malabia Al 1900,21000
1.0,2 años,1.0,Villa Urquiza - Capital Federal,,Frente,,3600.0,,4.0,40.0,40.0,Departamento,Donado 2000,13000
1.0,0 años,1.0,Balvanera - Capital Federal,,Frente,,,,,50.0,53.0,,Uriburu Y Peron - 6°a,16000
1.0,3 años,1.0,Palermo Hollywood - Capital Federal,,Frente,,,,,32.0,34.0,,Dorrego Al 2200,20000
1.0,8 años,1.0,Las Cañitas - Capital Federal,,Contrafrente,,7900.0,,1.0,37.0,38.0,,Soldado De La Independencia Al 1100 (lacroze Y Olleros),10000
1.0,6 años,1.0,Núñez - Capital Federal,,Contrafrente,,3400.0,,1.0,44.0,48.0,,Roosevelt Al 1500,15500
1.0,0 años,1.0,Recoleta - Capital Federal,,,,3410.0,,,20.0,20.0,Departamento,Ayacuho  Al 2000,8500
,0 años,2.0,Capital Federal,,,,6518.0,,,85.0,85.0,,Paraguay Al 600,18000
1.0,0 años,1.0,San Cristóbal - Capital Federal,,Frente,,2500.0,,,31.0,34.0,,Estados Unidos Al 2300,10000
3.0,0 años,1.0,Mataderos - Capital Federal,,Frente,,,,2.0,55.0,55.0,,Homero Entre Rodó Y Chascomús,16000
1.0,0 años,1.0,Belgrano - Capital Federal,,Contrafrente,,2280.0,,,,35.0,,Av Del Libertador Al 6200,16000
1.0,0 años,1.0,Belgrano C - Capital Federal,,Frente,,5600.0,,,28.0,34.0,,Studios -roosevelt Al 2100 - Piso 1 Uf 12- Belgrano,14000
1.0,10 años,1.0,Palermo Soho - Capital Federal,,,,4200.0,,,43.0,48.0,,Guemes Al 4400,16000
1.0,7 años,,Barrio Norte - Capital Federal,,Contrafrente,,6000.0,,1.0,116.0,121.0,,Paraguay Al 2000,35000
1.0,7 años,,Barrio Norte - Capital Federal,,Frente,,6000.0,,1.0,90.0,93.0,,Paraguay Al 2000,20000
2.0,5 años,1.0,Retiro - Capital Federal,,,,7061.0,,,58.0,65.0,,Basavilbaso 1350,26000
1.0,0 años,1.0,Retiro - Capital Federal,,Frente,,2770.0,,,38.0,38.0,Departamento,Santa Fé Al 1100,11000
1.0,0 años,1.0,Liniers - Capital Federal,2.0,Frente,,4500.0,,,55.0,67.0,Departamento,Carhue  Al 100,12500
1.0,,1.0,Recoleta - Capital Federal,,Lateral,,,,,30.0,30.0,Departamento,Talcahuano 1100,15000
1.0,7 años,,Barrio Norte - Capital Federal,,Contrafrente,,6000.0,,1.0,116.0,121.0,,Paraguay Al 2000,35000
1.0,40 años,1.0,Balvanera - Capital Federal,,Contrafrente,,2600.0,,,,30.0,,Viamonte Al 2000,9000
1.0,0 años,1.0,Caballito - Capital Federal,3.0,Contrafrente,,1600.0,7.0,8.0,36.0,39.0,Monoambiente,Neuquen 830,12000
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5471.0,,,49.0,72.0,,Av. Santa Fe Y Aguero - 10º 12,1000
1.0,6 años,1.0,Villa Urquiza - Capital Federal,4.0,Frente,,,3.0,7.0,35.0,40.0,,Pacheco 2600,12000
1.0,10 años,1.0,Barrio Norte - Capital Federal,,Frente,,5083.0,,,36.0,40.0,,Junin Al 1100,14000
,2 años,1.0,Núñez - Capital Federal,,Contrafrente,,6400.0,,,39.0,43.0,,Av Libertador Al 7700,20000
1.0,3 años,1.0,Palermo - Capital Federal,,Contrafrente,,2300.0,,,34.0,35.0,,Godoy Cruz Al 1300,11500
1.0,6 años,1.0,Recoleta - Capital Federal,,Frente,,5000.0,,,,35.0,,J.m. Gutiérrez Al 2500,17000
1.0,2 años,1.0,Puerto Madero - Capital Federal,,Frente,,,,,40.0,,,Olga Cossettini 1500,1300
,40 años,,San Nicolás - Capital Federal,,Frente,,,,9.0,6756.0,6756.0,,Reconquista 281,70000
1.0,0 años,1.0,San Telmo - Capital Federal,,Frente,,2000.0,,,26.0,30.0,,Av. Garay 635 1º B ( Chacabuco - Perú),11000
1.0,0 años,1.0,Villa Del Parque - Capital Federal,,Contrafrente,,3971.0,,,33.0,35.0,,Lascano Al 3400,10000
1.0,40 años,1.0,Flores - Capital Federal,,Lateral,,1800.0,,,31.0,31.0,,Pumacahua 33,9500
1.0,60 años,1.0,Monserrat - Capital Federal,8.0,Frente,,,10.0,15.0,30.0,33.0,Departamento,Av. De Mayo 1200,13500
1.0,15 años,1.0,Flores - Capital Federal,,Frente,,2500.0,,,38.0,,,Tres Arroyos Al 2900,9000
1.0,1 años,1.0,Puerto Madero - Capital Federal,,Frente,,6000.0,,,40.0,,,Olga Cossettini 1500,25000
1.0,18 años,1.0,Núñez - Capital Federal,,Contrafrente,,,,1.0,27.0,32.0,,"Correa Al 2300, Entre Cabildo Y Obligado",12000
1.0,0 años,1.0,San Telmo - Capital Federal,,Frente,,2000.0,,,26.0,32.0,,Av. Garay 635 1º A ( Chacabuco - Perú),12000
1.0,4 años,1.0,Villa Del Parque - Capital Federal,,Frente,,3030.0,,,38.0,42.0,,Melincue Al 2500,11500
1.0,,1.0,Palermo - Capital Federal,,Frente,,,,,38.0,40.0,Departamento,Charcas 4200,990
3.0,12 años,3.0,Puerto Madero - Capital Federal,,Frente,,36000.0,,,180.0,,,Julieta Lanteri 1202,5500
1.0,,1.0,Almagro - Capital Federal,,Frente,,1500.0,,,28.0,37.0,Departamento,Bartolomã© Mitre 3500,9000
1.0,0 años,1.0,Belgrano - Capital Federal,,Interno,,3200.0,,1.0,40.0,42.0,,Roosevelt Al 3000,15000
1.0,8 años,1.0,Recoleta - Capital Federal,10.0,Frente,,4500.0,,13.0,36.0,40.0,Departamento,Austria Al 2500,24000
1.0,37 años,1.0,Palermo Chico - Capital Federal,,Frente,,2000.0,,,,37.0,,Sinclair Al 3200,13000
1.0,,1.0,Saavedra - Capital Federal,,Frente,,1200.0,,8.0,45.0,51.0,Departamento,Av. Dr. Ricardo Balbin 3600,15000
1.0,2 años,1.0,Palermo Hollywood - Capital Federal,,,,,,,39.0,44.0,Departamento,Dorrego 1700,15500
,0 años,,Flores - Capital Federal,,,,,,,,25.0,,Lautaro Al 900,13500
1.0,40 años,1.0,Palermo Soho - Capital Federal,,Lateral,,1900.0,,,,23.0,,Malabia Al 2100,9000
1.0,5 años,1.0,Palermo Hollywood - Capital Federal,,Contrafrente,,4600.0,,7.0,45.0,45.0,,Fitz Roy Al 2000,15000
1.0,4 años,1.0,Puerto Madero - Capital Federal,,,,7000.0,,,37.0,37.0,,Azopardo 770,1500
1.0,40 años,1.0,Capital Federal,,Contrafrente,,3500.0,,,25.0,25.0,,Marcelo T De Alvear Al 600,8500
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5472.0,,,53.0,61.0,,Av. Santa Fe Y Aguero -  9º 7,900
,0 años,,Parque Patricios - Capital Federal,,Frente,,,,,315.0,,,Saenz Av. 100,3500
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5379.0,,,62.0,124.0,,Av. Santa Fe Y Aguero - 12º 10,1500
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5472.0,,,53.0,61.0,,Av. Santa Fe Y Aguero -  9º 7,35000
1.0,,1.0,Villa Crespo - Capital Federal,,Frente,,1.0,,14.0,27.0,30.0,Departamento,Av. Corrientes 4800,12000
1.0,4 años,1.0,Palermo - Capital Federal,,,,2600.0,,,34.0,36.0,,Godoy Cruz 1300,11500
1.0,30 años,1.0,San Nicolás - Capital Federal,,Frente,,2800.0,,,35.0,35.0,,Montevideo Al 300,13000
1.0,0 años,1.0,Palermo - Capital Federal,,,,4100.0,,,52.0,68.0,,"Aguero 1500, Y Av. Santa Fe",40000
1.0,0 años,1.0,Villa Crespo - Capital Federal,,Contrafrente,,,,,23.0,27.0,,Padilla Al 900,10000
1.0,6 años,1.0,Villa Gral. Mitre - Capital Federal,,Contrafrente,,2000.0,,12.0,32.0,38.0,Departamento,Boyaca Al 1100,10000
1.0,0 años,1.0,Palermo - Capital Federal,,Frente,,,,,44.0,47.0,,Scalabrini Ortiz Al 3500,20000
1.0,2 años,1.0,Caballito - Capital Federal,,Frente,,3400.0,7.0,1.0,2.0,37.0,Departamento,Pedro Goyena  1600 7°,13000
1.0,0 años,1.0,Palermo - Capital Federal,,Lateral,,4500.0,,3.0,38.0,45.0,,Malabia Al 1900,19000
1.0,0 años,1.0,Barrio Norte - Capital Federal,,,,4100.0,,,52.0,68.0,,"Aguero 1500, Y Av. Santa Fe",40000
1.0,,1.0,Palermo Soho - Capital Federal,,,,,,,32.0,34.0,Departamento,Thames Al 2300,800
1.0,0 años,2.0,Palermo Hollywood - Capital Federal,,Frente,,10500.0,,,80.0,93.0,,Quartier Dorrego,44000
1.0,,1.0,Palermo - Capital Federal,,Contrafrente,,4200.0,,8.0,40.0,43.0,Departamento,Costa Rica 5500,19000
1.0,50 años,1.0,San Nicolás - Capital Federal,,Lateral,,2500.0,10.0,1.0,23.0,23.0,Departamento,Viamonte   800 10°,12000
1.0,,1.0,Barrio Norte - Capital Federal,,Frente,,,,,27.0,27.0,Departamento,"Cordoba, Avda. 3100",15000
1.0,1 años,1.0,Recoleta - Capital Federal,,,,,,,25.0,25.0,Departamento,Marcelo T De Alvear Al 1600,1400
1.0,45 años,1.0,Belgrano - Capital Federal,,Frente,,1300.0,,,35.0,35.0,,Amenabar Al 1800,10000
1.0,7 años,1.0,Palermo - Capital Federal,,Frente,,3200.0,,,27.0,37.0,,Paunero Al 2700,14000
,5 años,1.0,Colegiales - Capital Federal,4.0,Frente,,,1.0,4.0,40.0,40.0,,Benjamin Matienzo 2600,16300
1.0,0 años,1.0,San Cristóbal - Capital Federal,,Frente,,2500.0,,,31.0,34.0,,Estados Unidos Al 2300,10000
1.0,30 años,1.0,Villa Urquiza - Capital Federal,,Lateral,,1300.0,,15.0,31.0,31.0,Departamento,Monroe Al 4900,11000
1.0,8 años,1.0,Almagro - Capital Federal,5.0,Frente,,3500.0,,4.0,27.0,30.0,Departamento,Humahuaca Al 4500,11500
1.0,5 años,1.0,Villa Crespo - Capital Federal,,Frente,,2400.0,,8.0,38.0,40.0,,Thames Al 500 Entre Vera Y Av Corrientes,15000
1.0,2 años,1.0,Liniers - Capital Federal,,Contrafrente,,,,,4.0,36.0,,Pieres 200,11000
2.0,70 años,2.0,Palermo - Capital Federal,,Interno,,9500.0,,,95.0,,,Av. Del Libertador Al 3800,700
1.0,0 años,1.0,San Telmo - Capital Federal,,Frente,,6800.0,,,45.0,48.0,Departamento,Azopardo Al 700,20000
1.0,,1.0,Villa Urquiza - Capital Federal,,Frente,,,,,40.0,43.0,Monoambiente,Miller 2300,15000
1.0,0 años,1.0,Puerto Madero - Capital Federal,,,,,,,35.0,36.0,Departamento,Penaloza Rosario Vera Al 400,1350
1.0,25 años,1.0,Palermo - Capital Federal,,Contrafrente,,5850.0,,,47.0,50.0,,Salguero Al 2500,11000
1.0,5 años,1.0,Villa Del Parque - Capital Federal,4.0,Lateral,,2000.0,8.0,9.0,35.0,35.0,Departamento,Jonte  3500 8°,9500
1.0,8 años,1.0,Recoleta - Capital Federal,10.0,Frente,,4500.0,,13.0,36.0,40.0,Departamento,Austria Al 2500,23000
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5471.0,,,52.0,60.0,,Av. Santa Fe Y Aguero - 10º 6,900
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5471.0,,,52.0,60.0,,Av. Santa Fe Y Aguero - 10º 6,35000
,0 años,1.0,San Nicolás - Capital Federal,2.0,Frente,,,,,220.0,220.0,Departamento,Av. Córdoba Al 900,42000
1.0,,1.0,Palermo - Capital Federal,,Contrafrente,,4200.0,,8.0,40.0,43.0,Departamento,Costa Rica 5500,16000
1.0,0 años,1.0,Capital Federal,,,,2800.0,,,,33.0,,Esmeralda Al 600,10500
1.0,0 años,1.0,Balvanera - Capital Federal,,Frente,,,,,51.0,54.0,,Uriburu Y Peron - 6°b,16000
,0 años,,Villa Urquiza - Capital Federal,,Frente,,1500.0,,,42.0,42.0,,Ecehverría Al 4200,12500
1.0,0 años,1.0,Núñez - Capital Federal,,Frente,,,,,25.0,,,Arribeños Al 3535 8°,12000
3.0,40 años,1.0,Palermo - Capital Federal,,Contrafrente,,2414.0,,8.0,,67.0,,"Campos, Luis Maria Entre Chenaut, Indalecio, Gral. Y Arevalo",18500
1.0,37 años,1.0,Palermo Nuevo - Capital Federal,,Frente,,2000.0,,,,37.0,,Sinclair Al 3200,13000
1.0,,1.0,Barracas - Capital Federal,,Frente,,1690.0,,,37.0,37.0,Departamento,Av. Martin Garcia 500,13000
1.0,0 años,1.0,Villa Devoto - Capital Federal,8.0,Contrafrente,,800.0,,3.0,33.0,36.0,Departamento,Vallejos Al 4400,13000
1.0,1 años,1.0,Villa Luro - Capital Federal,10.0,Contrafrente,,1500.0,5.0,9.0,40.0,40.0,Departamento,Av. Rivadavia 9819,9000
1.0,37 años,1.0,Palermo Chico - Capital Federal,,Frente,,2000.0,,,,37.0,,Sinclair Al 3200,13000
1.0,50 años,1.0,San Telmo - Capital Federal,,Frente,,3300.0,,,32.0,32.0,,Peru Al 1100,13000
1.0,,1.0,Recoleta - Capital Federal,,Contrafrente,,4800.0,,,38.0,38.0,Monoambiente,Azcuenaga  1600,178000
1.0,0 años,1.0,Belgrano C - Capital Federal,,Frente,,5300.0,,,27.0,33.0,,F.d. Roosevelt 2100 - Mirabilia Belgrano/studios - Piso 2,15000
1.0,0 años,1.0,Paternal - Capital Federal,,,,2000.0,,,23.0,25.0,Departamento,Justo Juan B Al 4000,11000
1.0,0 años,1.0,Belgrano C - Capital Federal,,Frente,,5600.0,,,28.0,34.0,,Mirabilia Studios -roosevelt Al 2100 - Piso 1- Belgrano,14000
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5471.0,,,54.0,62.0,,Av. Santa Fe Y Aguero - 10º 8,900
3.0,45 años,1.0,Retiro - Capital Federal,,Contrafrente,,,,21.0,52.0,58.0,,"Av,cordoba Al 400",21500
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5471.0,,,54.0,62.0,,Av. Santa Fe Y Aguero - 10º 8,35000
,12 años,2.0,San Cristóbal - Capital Federal,,Frente,,2500.0,,5.0,70.0,70.0,,Viamonte 945,22000
1.0,10 años,1.0,Palermo Hollywood - Capital Federal,4.0,Frente,,5000.0,10.0,16.0,38.0,40.0,Departamento,Humboldt 1900,21600
3.0,40 años,1.0,Belgrano - Capital Federal,,Frente,,,,15.0,,,,Ciudad De La Paz Al 1500,30000
1.0,50 años,1.0,San Nicolás - Capital Federal,,Frente,,,,,20.0,20.0,,Libertad Al 400,18000
1.0,0 años,1.0,Belgrano - Capital Federal,,Contrafrente,,4900.0,,,33.0,35.0,,La Pampa Al 1300 6 Piso,28000
1.0,0 años,1.0,Villa Devoto - Capital Federal,8.0,Contrafrente,,800.0,,3.0,33.0,36.0,Departamento,Vallejos Al 4400,13000
1.0,,1.0,Recoleta - Capital Federal,,,,,,,33.0,,,Paraguay 3018,10900
4.0,0 años,,Balvanera - Capital Federal,,,,,,,110.0,110.0,,Ecuador Al 900,35000
1.0,6 años,1.0,Constitución - Capital Federal,,,,3417.0,,,38.0,41.0,,Santiago Del Estero Al 900,9800
1.0,,1.0,Belgrano - Capital Federal,,Contrafrente,,6500.0,,21.0,41.0,46.0,Departamento,Ciudad De La Paz 1900,15900
,0 años,,San Telmo - Capital Federal,,,,,,,30.0,,,Balcarce Al 300,32000
1.0,,1.0,San Telmo - Capital Federal,,,,,,,35.0,35.0,,Humberto Primo 471,16000
1.0,2 años,1.0,Palermo Hollywood - Capital Federal,,Frente,,8000.0,,1.0,32.0,42.0,,Carranza 2264,17000
1.0,0 años,1.0,Villa Urquiza - Capital Federal,,Contrafrente,,,,,25.0,27.0,Departamento,Cullen Al 5200,10000
,0 años,,Flores - Capital Federal,,,,,,,,25.0,,Lautaro Al 900,13500
1.0,0 años,1.0,Palermo - Capital Federal,,,,3800.0,,,53.0,62.0,,"Aguero 1500, Y Av. Santa Fe",35000
1.0,0 años,1.0,Puerto Madero - Capital Federal,,Contrafrente,,4600.0,,,38.0,38.0,Departamento,Olga Cossettini 1500,21000
1.0,45 años,1.0,Barrio Norte - Capital Federal,,Contrafrente,,3500.0,,1.0,30.0,30.0,,Av. Coronel Díaz Al 2500,11500
1.0,50 años,1.0,Recoleta - Capital Federal,,Contrafrente,,3900.0,,8.0,,35.0,,Pacheco De Melo 3000,12500
1.0,,1.0,Belgrano - Capital Federal,,,,,,,39.0,39.0,Departamento,Av. Del Libertador Y Sucre,19000
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5471.0,,,53.0,61.0,,Av. Santa Fe Y Aguero - 10º 7,35000
1.0,0 años,1.0,Barrio Norte - Capital Federal,,,,3800.0,,,53.0,62.0,,"Aguero 1500, Y Av. Santa Fe",35000
1.0,0 años,1.0,Palermo - Capital Federal,,,,4500.0,,,49.0,72.0,,Aguero 1500 Y Santa Fe,38000
1.0,0 años,1.0,Barrio Norte - Capital Federal,,,,4500.0,,,49.0,72.0,,Aguero 1500 Y Santa Fe,38000
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Frente,,5471.0,,,53.0,61.0,,Av. Santa Fe Y Aguero - 10º 7,900
1.0,,1.0,Villa Devoto - Capital Federal,,,,,,,39.0,41.0,Departamento,Sanabria 2700,10800
1.0,40 años,,Palermo - Capital Federal,,Interno,,,,,,30.0,,Charcas Al 4100,500
1.0,40 años,,Palermo - Capital Federal,,Interno,,,,,,30.0,,Charcas Al 4100,500
,45 años,2.0,Retiro - Capital Federal,,Frente,,43000.0,,,261.0,261.0,,Alem Al 800,95000
1.0,36 años,1.0,Villa Ortúzar - Capital Federal,,,,3000.0,,,,28.0,,14 De Julio Al 1300,10000
1.0,,1.0,Almagro - Capital Federal,,,,,,,32.0,33.0,,Diaz Velez 4200,10500
1.0,0 años,,Barrio Norte - Capital Federal,,,,,,,,,,Laprida Al 1200,15000
1.0,10 años,,Palermo - Capital Federal,,Frente,,,,,30.0,30.0,,Amenabar 50,15000
1.0,10 años,1.0,Villa Urquiza - Capital Federal,,,,,,11.0,20.0,20.0,Departamento,Olazabal Al 4700,500
1.0,40 años,1.0,Recoleta - Capital Federal,,,,,,,30.0,30.0,,Parana Al 1200,16000
1.0,0 años,1.0,Barrio Norte - Capital Federal,,,,5400.0,,,40.0,43.0,,Aguero  Al 1500,18000
1.0,10 años,1.0,Villa Urquiza - Capital Federal,,,,,,11.0,20.0,20.0,Departamento,Olazabal Al 4700,500
1.0,0 años,1.0,Barrio Norte - Capital Federal,,Contrafrente,,2800.0,,,35.0,35.0,Departamento,Bartolome Mitre Al 2000,14000
1.0,5 años,1.0,Puerto Madero - Capital Federal,,Frente,,6700.0,,,47.0,,,Camila O Gorman 400,1000
1.0,0 años,1.0,Retiro - Capital Federal,,Frente,,3500.0,,,27.0,27.0,Departamento,Av Del Libertador Al 700,18000
1.0,0 años,2.0,Colegiales - Capital Federal,,,,1400.0,,,92.0,126.0,Departamento,Superi Al 1400,30000
1.0,40 años,1.0,Belgrano - Capital Federal,,,,1125.0,,,,,,Blanco Encalada Al 2400,11500
,3 años,,Belgrano - Capital Federal,,,,,,,,90.0,,Virrey Del Pino Al 2300,30000
1.0,,1.0,Saavedra - Capital Federal,,Contrafrente,,1200.0,,8.0,34.0,60.0,Departamento,Av. Dr. Ricardo Balbin 3600,17500
1.0,40 años,1.0,Caballito - Capital Federal,8.0,Interno,,,1.0,8.0,18.0,18.0,Monoambiente,"Alberdi, Juan Bautista Av. 234",8000
,50 años,,Palermo - Capital Federal,,,,9500.0,,,95.0,100.0,,Avenida Cordoba Al 3200,20000
1.0,,1.0,Villa Urquiza - Capital Federal,,,,,,,56.0,65.0,,Av Triunvirato 3961 3900,18500
1.0,1 años,1.0,Villa Real - Capital Federal,,,,15.0,,,25.0,41.0,Departamento,Arregui Y Lope De Vega,12500
,50 años,,Barrio Norte - Capital Federal,,,,9500.0,,,95.0,100.0,,Avenida Cordoba Al 3200,20000
,50 años,,Recoleta - Capital Federal,,,,9500.0,,,95.0,100.0,,Avenida Cordoba Al 3200,20000
1.0,5 años,1.0,Retiro - Capital Federal,,Contrafrente,,,,,36.0,36.0,Departamento,Parana Al 400,10100
,0 años,1.0,Almagro - Capital Federal,,Frente,,,,,,78.0,,Sanchez De Bustamante 64/con Cochera!,22900
1.0,,1.0,Puerto Madero - Capital Federal,,Contrafrente,,,,21.0,38.0,38.0,Departamento,Rosario Vera Peñaloza 500,1200
1.0,0 años,1.0,Saavedra - Capital Federal,4.0,Contrafrente,,1200.0,,8.0,34.0,61.0,Departamento,Av. Ricardo Balbin  Al 3600,18000
,30 años,2.0,Capital Federal,,Frente,,68000.0,,,430.0,430.0,,San Martin Al 100,6500
1.0,0 años,1.0,Saavedra - Capital Federal,4.0,Contrafrente,,1200.0,,8.0,33.0,60.0,Departamento,Av. Ricardo Balbin  Al 3600,18000
1.0,40 años,1.0,Almagro - Capital Federal,8.0,Interno,,,1.0,8.0,18.0,18.0,Monoambiente,"Alberdi, Juan Bautista Av. 234",8000
1.0,40 años,1.0,Núñez - Capital Federal,,Contrafrente,,,,1.0,,40.0,,Lidoro J. Quinteros Al 1400,15000
1.0,40 años,1.0,Parque Chacabuco - Capital Federal,8.0,Interno,,,1.0,8.0,18.0,18.0,Monoambiente,"Alberdi, Juan Bautista Av. 234",8000
1.0,0 años,1.0,Recoleta - Capital Federal,,,,,,,,30.0,,Guido Al 1900,1200
,,1.0,Monserrat - Capital Federal,,Frente,,,,5.0,1250.0,1250.0,Departamento,Alsina 1100,30000
1.0,5 años,1.0,Barrio Norte - Capital Federal,,,,2500.0,,,31.0,33.0,Departamento,Ortiz De Ocampo 2564 5 C,15000
,,1.0,Congreso - Capital Federal,,Frente,,,,5.0,4150.0,4150.0,Departamento,Alsina 1100,30000
2.0,40 años,1.0,Capital Federal,,Contrafrente,,2989.0,,1.0,32.0,32.0,,Cerrito Al 500,12000
,,1.0,Mataderos - Capital Federal,,,,,,,26.0,,,Saladillo 5359 Pb 2,13000
1.0,0 años,1.0,Recoleta - Capital Federal,,Contrafrente,,,,9.0,,,,Beruti 3700,13000
1.0,2 años,1.0,Belgrano C - Capital Federal,,Frente,,6850.0,,,40.0,40.0,,Ciudad De La Paz Al 100,15000
1.0,5 años,1.0,San Nicolás - Capital Federal,,Contrafrente,,,,,36.0,36.0,Departamento,Parana Al 400,10100
1.0,,1.0,Villa Pueyrredón - Capital Federal,,,,,,,35.0,44.0,Departamento,Gabriela Mistral Al 3100,11700
1.0,,1.0,Palermo - Capital Federal,,Contrafrente,,,,7.0,,,Departamento,Humbolt 2400,15000
1.0,42 años,1.0,Balvanera - Capital Federal,,Contrafrente,,2100.0,,,,23.0,,Parana Al 400,14800
2.0,3 años,,Puerto Madero - Capital Federal,,Frente,,22410.0,,1.0,106.0,106.0,,Macacha Güemes Al 300,2200
1.0,,1.0,Constitución - Capital Federal,,Interno,,,3.0,,29.0,29.0,Departamento,Santa Fe 1126,10000
1.0,45 años,1.0,Recoleta - Capital Federal,8.0,Contrafrente,,1650.0,5.0,,28.0,28.0,Loft,Pacheco De Melo 1900,11900
1.0,,1.0,Retiro - Capital Federal,,,,2500.0,,,25.0,25.0,,Esmeralda 973,12000
1.0,0 años,1.0,Recoleta - Capital Federal,,Contrafrente,,,,9.0,,,,Beruti 3700,14000
1.0,6 años,2.0,Congreso - Capital Federal,,Frente,,1200.0,,,58.0,116.0,,"Rivadavia, Av. Al 1500",16000
1.0,0 años,1.0,Recoleta - Capital Federal,,Contrafrente,,,,9.0,,,,Beruti 3700,14000
1.0,2 años,1.0,Villa Del Parque - Capital Federal,,Contrafrente,,3500.0,1.0,6.0,38.0,38.0,Departamento,Argerich 3053,9000
1.0,,1.0,Villa Devoto - Capital Federal,,,,,5.0,1.0,30.0,35.0,Departamento,Pareja  3300 5°,10000
1.0,,1.0,Núñez - Capital Federal,,,,,,,30.0,34.0,,Superi 3583,10000
1.0,,1.0,Belgrano - Capital Federal,,Frente,,1600.0,,2.0,35.0,39.0,Departamento,Amenabar 2300,12000
1.0,30 años,1.0,Palermo - Capital Federal,4.0,Frente,,,5.0,6.0,40.0,45.0,Monoambiente,Lafinur 2954,165000
1.0,24 años,1.0,Balvanera - Capital Federal,,,,,,,26.0,26.0,Departamento,Av Jujuy 480,10000
,0 años,,Saavedra - Capital Federal,,,,,,,,,,Correa Al 4300,21000
1.0,,1.0,Recoleta - Capital Federal,,Contrafrente,,4500.0,,10.0,40.0,43.0,Departamento,Paraguay 2000,13100
1.0,5 años,1.0,Núñez - Capital Federal,4.0,,,2300.0,,12.0,40.0,43.0,Departamento,Av.cabildo   3000,13500
1.0,,1.0,Belgrano - Capital Federal,,Frente,,4050.0,,21.0,30.0,38.0,Departamento,Ciudad De La Paz 1900,14500
1.0,8 años,1.0,Liniers - Capital Federal,3.0,Frente,,,,10.0,40.0,42.0,Monoambiente,Cosquin 79,80000
1.0,40 años,1.0,Capital Federal,4.0,,,2500.0,3.0,8.0,35.0,38.0,Departamento,Cerrito  400 3°,9300
,,,Palermo - Capital Federal,,,,,,,42.0,40.0,,Paraguay 3666,750
1.0,40 años,1.0,Monserrat - Capital Federal,4.0,Contrafrente,,2800.0,3.0,10.0,30.0,30.0,Departamento,Belgrano 1836,10000
1.0,,1.0,Belgrano - Capital Federal,,Contrafrente,,4200.0,,8.0,32.0,36.0,Departamento,Echeverria 2000,13200
1.0,,1.0,San Cristóbal - Capital Federal,,Frente,,2500.0,,13.0,36.0,41.0,Departamento,Jujuy 800,10000
1.0,,1.0,Palermo - Capital Federal,,Lateral,,2146.0,,7.0,28.0,28.0,Departamento,Sinclair 3000,10000
1.0,,1.0,Caballito - Capital Federal,,,,,,,33.0,36.0,,Paysandu 463,13000
,,1.0,Balvanera - Capital Federal,,Frente,,,,5.0,4150.0,4150.0,Departamento,Alsina 1100,30000
1.0,,1.0,Botánico - Capital Federal,,,,,,1.0,43.0,40.0,Departamento,Cabrera  4100,12500
1.0,40 años,1.0,Villa Lugano - Capital Federal,,Frente,,,,,162.0,162.0,,Murguiondo 5705,30000
1.0,,1.0,Belgrano - Capital Federal,,,,,,,45.0,55.0,,Av. Del Libertador 6040,23000
1.0,,1.0,Balvanera - Capital Federal,,Contrafrente,,3000.0,,,34.0,34.0,Departamento,Av. Corrientes 2900,12500
1.0,,1.0,Balvanera - Capital Federal,,,,3500.0,,,32.0,34.0,Departamento,Av Cordoba 2900,10000
1.0,,1.0,Palermo - Capital Federal,,Frente,,4000.0,,8.0,24.0,40.0,Departamento,Fitz Roy 2200,12000
