rooms,age,bath,neighborhood,aparment_floor,view,bedrooms,expenses,floor,nbr_floors,covered area,total_area,type,address,price
4.0,59 años,2.0,Recoleta - Capital Federal,,,3.0,,,,87.0,87.0,Departamento,Av. Pueyrredon 1783,29000
3.0,,1.0,Chacarita - Capital Federal,,,2.0,,,,70.0,90.0,,Julian Alvarez 300,20000
3.0,25 años,3.0,Palermo - Capital Federal,,Frente,2.0,8500.0,,10.0,135.0,135.0,Departamento,Armenia Al 2400,35000
2.0,,1.0,Puerto Madero - Capital Federal,,,1.0,,,,50.0,50.0,Departamento,Juana Manso 530,1150
3.0,12 años,2.0,Las Cañitas - Capital Federal,,Frente,2.0,5000.0,,3.0,82.0,117.0,,Av. Gra. Indalecio Chenaut Al 1700,70000
5.0,,3.0,Belgrano - Capital Federal,,Frente,2.0,17256.0,,,171.0,171.0,Departamento,Virrey Loreto 1900,45000
3.0,18 años,1.0,Las Cañitas - Capital Federal,,Frente,2.0,6600.0,,1.0,67.0,94.0,,Migueletes Al 900,36000
3.0,,3.0,Belgrano - Capital Federal,,Frente,2.0,18000.0,,,200.0,202.0,Departamento,Virrey Del Pino 2000,2000
3.0,8 años,2.0,Caballito - Capital Federal,3.0,Contrafrente,2.0,5500.0,2.0,9.0,65.0,70.0,Departamento,Av Directorio 1300,23000
4.0,,3.0,Puerto Madero - Capital Federal,,,3.0,,,,177.0,177.0,Departamento,Julieta Lanteri 1300,3800
2.0,0 años,1.0,Recoleta - Capital Federal,,Frente,1.0,,,,40.0,40.0,Departamento,Hotel Alvear Palace Av. Alvear Al 1800,1900
4.0,45 años,2.0,Palermo - Capital Federal,,Frente,3.0,17000.0,,,185.0,200.0,,Cavia Al 3000,75000
2.0,6 años,,Chacarita - Capital Federal,,Frente,1.0,,,,44.0,51.0,,Charlone 500,18500
2.0,4 años,1.0,Villa Pueyrredón - Capital Federal,4.0,Frente,1.0,2200.0,,8.0,43.0,48.0,Departamento,Carlos A. Lopez Al 2700,11500
3.0,80 años,1.0,Retiro - Capital Federal,,Frente,2.0,18000.0,,,126.0,126.0,,Florida Al 1000,30000
4.0,0 años,2.0,Recoleta - Capital Federal,,,3.0,7600.0,,,98.0,98.0,Departamento,Parana Al 1100,25000
2.0,0 años,1.0,Las Cañitas - Capital Federal,,,1.0,,,,50.0,50.0,Departamento,Baez Al 600,25000
4.0,0 años,2.0,Retiro - Capital Federal,,,3.0,,,,90.0,90.0,Departamento,Suipacha Al 800,28000
2.0,,1.0,Villa Crespo - Capital Federal,,Frente,1.0,,,,40.0,40.0,Departamento,Gascã³n 500,23000
4.0,3 años,2.0,Belgrano Barrancas - Capital Federal,,Frente,3.0,28000.0,,1.0,185.0,200.0,,11 De Septiembre 1615,5000
3.0,25 años,3.0,Palermo - Capital Federal,,Frente,2.0,8500.0,,10.0,135.0,135.0,Departamento,Armenia Al 2400,35000
2.0,,1.0,San Telmo - Capital Federal,,Interno,1.0,2200.0,,,39.0,42.0,,Av Independencia Al 500,16000
4.0,30 años,2.0,Palermo Chico - Capital Federal,,,3.0,,6.0,1.0,150.0,150.0,Departamento,Las Heras   3900 6°,1200
3.0,12 años,3.0,Puerto Madero - Capital Federal,3.0,Frente,2.0,,,41.0,140.0,140.0,Departamento,Marta Lynch Al 400,4000
2.0,5 años,2.0,Villa Devoto - Capital Federal,5.0,Frente,1.0,4800.0,6.0,9.0,52.0,54.0,Departamento,Av Mosconi 3300,14000
2.0,50 años,1.0,Almagro - Capital Federal,4.0,Interno,1.0,2500.0,,5.0,40.0,40.0,Departamento,Lavalleja Al 1100,12000
2.0,20 años,1.0,Retiro - Capital Federal,,Lateral,1.0,6500.0,,20.0,60.0,67.0,,Libertad 1600,28000
4.0,64 años,2.0,Barrio Norte - Capital Federal,,Frente,2.0,,,4.0,26403.0,279.0,Piso,Castex 3200,6500
,6 años,2.0,Belgrano - Capital Federal,,Frente,1.0,,8.0,,67.0,72.0,,Avda. Del Libertador  8460,23000
3.0,10 años,2.0,Puerto Madero - Capital Federal,,Contrafrente,2.0,10000.0,,1.0,78.0,78.0,,Azucena Villaflor 300,45000
2.0,35 años,1.0,Palermo - Capital Federal,3.0,Lateral,1.0,3784.0,7.0,9.0,40.0,40.0,Departamento,Thames 1872,12500
4.0,0 años,2.0,Belgrano Barrancas - Capital Federal,,Contrafrente,3.0,,,,230.0,230.0,,Virrey Del Pino Al 1750.,3200
2.0,,1.0,Caballito - Capital Federal,,Interno,1.0,500.0,1.0,,30.0,30.0,,Neuquen 1200,10000
2.0,50 años,1.0,Congreso - Capital Federal,5.0,Contrafrente,1.0,,,12.0,49.0,51.0,,Independencia 1738,10900
3.0,50 años,2.0,Belgrano - Capital Federal,,Interno,2.0,3000.0,,,45.0,51.0,,Vuelta De Obligado Al 2400,18000
2.0,8 años,2.0,Puerto Madero - Capital Federal,,Frente,1.0,10000.0,,,62.0,67.0,,Lola Mora 400,40000
2.0,7 años,2.0,Puerto Madero - Capital Federal,,Frente,1.0,18500.0,,,81.0,,,Julieta Lanteri 1300,40000
3.0,35 años,1.0,Caballito - Capital Federal,,Contrafrente,2.0,6600.0,,,61.0,69.0,,Av. La Plata Al 300,19000
3.0,45 años,1.0,Belgrano - Capital Federal,,Frente,2.0,4500.0,,,60.0,75.0,,Cabildo Al 500,18500
3.0,4 años,3.0,Puerto Madero - Capital Federal,,Frente,2.0,22000.0,,,152.0,,,Azucena Villaflor Al 400,100000
4.0,32 años,2.0,Palermo - Capital Federal,,Frente,2.0,8000.0,,8.0,107.0,107.0,Departamento,Cerviño 3100,1600
2.0,20 años,1.0,Puerto Madero - Capital Federal,,Frente,1.0,7000.0,,,55.0,60.0,,Azucena Maizani Al 300,28000
3.0,0 años,2.0,Belgrano - Capital Federal,,Contrafrente,2.0,14000.0,,1.0,110.0,120.0,,Migueletes 858,2300
2.0,40 años,1.0,Monserrat - Capital Federal,2.0,Frente,1.0,,8.0,9.0,30.0,30.0,Departamento,Avenida San Juan 1200,12500
4.0,,2.0,Palermo - Capital Federal,,Frente,3.0,11000.0,,9.0,18055.0,230.0,Dúplex,Demaría 4400,2800
3.0,40 años,1.0,Palermo - Capital Federal,,,2.0,,,,80.0,100.0,,Córdoba Al 5000,25000
,2 años,1.0,Núñez - Capital Federal,,Contrafrente,,6400.0,,,39.0,43.0,,Av Libertador Al 7700,20000
5.0,80 años,2.0,Retiro - Capital Federal,,Frente,2.0,28000.0,,1.0,283.0,283.0,,Florida Al 1000,3500
7.0,70 años,5.0,Palermo Chico - Capital Federal,,Frente,5.0,35000.0,,,400.0,400.0,Departamento,Serv. Inmob. Bustamante 8106 - Libertador Al 3700 - Palermo Chico Al 3700,3700
4.0,60 años,1.0,Recoleta - Capital Federal,,Frente,2.0,6800.0,,,95.0,104.0,,Av. Las Heras Al 1900,23000
3.0,35 años,1.0,Recoleta - Capital Federal,2.0,Contrafrente,2.0,15000.0,,,100.0,100.0,Departamento,Parera Al 100,34000
5.0,60 años,2.0,Belgrano - Capital Federal,2.0,Frente,3.0,3300.0,5.0,5.0,117.0,123.0,Semi piso,Virrey Olaguer Y Feliú 2401,26000
5.0,65 años,2.0,Recoleta - Capital Federal,2.0,Frente,2.0,11215.0,,9.0,105.0,113.0,Departamento,Avda. Alvear Al 1700,1400
2.0,9 años,1.0,Puerto Madero - Capital Federal,,Contrafrente,1.0,18948.0,,1.0,106.0,107.0,,Macacha Guemes 330,1600
2.0,0 años,1.0,Villa Luro - Capital Federal,,Contrafrente,1.0,1.0,,,40.0,45.0,,"Patron Al 5800, Entre Pola Y Fonrouge",13500
3.0,10 años,2.0,Palermo Nuevo - Capital Federal,,Contrafrente,2.0,8350.0,,3.0,65.0,74.0,,Sinclair Al 3100 Entre Seguí Y Demaria,27000
1.0,60 años,1.0,Once - Capital Federal,,Interno,1.0,,1.0,2.0,24.0,24.0,Departamento,Hipolito Yrigoyen 3100,9000
2.0,15 años,1.0,Belgrano Barrancas - Capital Federal,,Frente,1.0,4200.0,,1.0,40.0,42.0,,Departamento En Belgrano,15000
5.0,70 años,2.0,Palermo - Capital Federal,,Frente,3.0,32000.0,,1.0,224.0,268.0,,Del Libertador Al 3700,3800
3.0,9 años,2.0,Puerto Madero - Capital Federal,,Frente,2.0,10500.0,,,110.0,,,Rosario Vera Peñalosa 500,2400
3.0,5 años,2.0,Palermo Nuevo - Capital Federal,,Frente,2.0,9734.0,,,75.0,75.0,Semi piso,Juncal (quartier Sinclair Golf) 4600,40000
3.0,70 años,2.0,Recoleta - Capital Federal,1.0,Frente,2.0,,,9.0,250.0,250.0,Departamento,Alvear Av. Al 1900,4200
2.0,2 años,1.0,Botánico - Capital Federal,,Contrafrente,1.0,6000.0,,1.0,42.0,45.0,,Av Santa Fe Al 3700,26000
3.0,15 años,2.0,Núñez - Capital Federal,,Lateral,2.0,10000.0,,,85.0,100.0,Departamento,Av. Libertador  Al 8000,1500
5.0,65 años,2.0,Barrio Norte - Capital Federal,2.0,Frente,2.0,11215.0,,9.0,105.0,113.0,Departamento,Av. Alvear Al 1700,1400
3.0,25 años,2.0,Palermo - Capital Federal,,,2.0,8000.0,,,130.0,130.0,,Ruggieri Al 3000,3000
2.0,0 años,,Núñez - Capital Federal,,,1.0,,,,80.0,88.0,,Libertador Al 7700,37000
4.0,50 años,2.0,Recoleta - Capital Federal,,Frente,3.0,,,,193.0,193.0,,Av. Libertador 1000,3500
2.0,2 años,1.0,Palermo Soho - Capital Federal,,Frente,1.0,4500.0,,,56.0,63.0,,Cabrera Al 4700,24000
2.0,5 años,1.0,Palermo - Capital Federal,,Frente,1.0,3500.0,,,45.0,45.0,Departamento,"Kennedy, John Fitzgerald 2800",24000
4.0,39 años,2.0,Palermo Chico - Capital Federal,,Frente,3.0,18000.0,,1.0,168.0,189.0,,Av. Figueroa Alcorta Al 3400,2500
3.0,0 años,2.0,Las Cañitas - Capital Federal,,Contrafrente,2.0,,,1.0,110.0,120.0,,Migueletes Al 800,2300
4.0,40 años,2.0,Recoleta - Capital Federal,,Frente,3.0,20000.0,,2.0,148.0,158.0,,Ayacucho Al 1100,2000
2.0,10 años,,Puerto Madero - Capital Federal,1.0,,1.0,,,44.0,77.0,77.0,Departamento,Villaflor Azucena Al 500,2700
4.0,0 años,2.0,Puerto Madero - Capital Federal,,Frente,3.0,20000.0,,1.0,133.0,148.0,,Rio Plaza - Aime Paine Al 1300,3500
4.0,100 años,2.0,Recoleta - Capital Federal,1.0,Frente,2.0,,,4.0,157.0,175.0,Departamento,Av. Pueyrredón  Al 1200,4000
1.0,2 años,1.0,Puerto Madero - Capital Federal,,Frente,,,,,40.0,,,Olga Cossettini 1500,1300
7.0,0 años,4.0,Belgrano - Capital Federal,1.0,Frente,4.0,26000.0,,14.0,297.0,312.0,Departamento,Av. Del Libertador Al 4900,3000
3.0,,1.0,Caballito - Capital Federal,,,2.0,,,,70.0,90.0,,Julian Alvarez 300,20000
5.0,30 años,4.0,Belgrano - Capital Federal,,Frente,4.0,25000.0,,,290.0,,,Avenida De Los Incas 3310,5000
5.0,0 años,5.0,Belgrano - Capital Federal,,Frente,4.0,,,,180.0,194.0,,Arcos Al 2600 - Mirabilia Belgrano,5000
2.0,30 años,1.0,Colegiales - Capital Federal,,,1.0,2500.0,,,,39.0,,Conde Al 900,12700
2.0,,1.0,Parque Chacabuco - Capital Federal,,Interno,1.0,1300.0,,12.0,37.0,37.0,Departamento,Mitre Emilio 1100,10500
2.0,5 años,1.0,Belgrano - Capital Federal,,Contrafrente,1.0,2500.0,,,47.0,,,Balbin Al 2300,20000
3.0,,1.0,Colegiales - Capital Federal,,,2.0,,,,63.0,83.0,,Palpa 3600,30000
2.0,40 años,1.0,Boedo - Capital Federal,,Lateral,1.0,1950.0,,,32.0,32.0,Departamento,Av San Juan 4200,8800
3.0,41 años,1.0,Almagro - Capital Federal,10.0,Contrafrente,2.0,800.0,1.0,1.0,82.0,98.0,Departamento,Av Diaz Velez 3800,17500
2.0,2 años,1.0,Almagro - Capital Federal,,Contrafrente,1.0,2500.0,,,45.0,52.0,,Independencia Al 3600,19000
2.0,8 años,1.0,Puerto Madero - Capital Federal,,Frente,1.0,9000.0,,,63.0,,,Juana Manso 1100,29000
3.0,8 años,1.0,Caballito - Capital Federal,,Interno,2.0,,,5.0,67.0,89.0,,Rojas Entre Vallese Felipe Y Arengreen,36000
3.0,20 años,1.0,Belgrano C - Capital Federal,,Frente,2.0,12000.0,,1.0,90.0,109.0,,Virrey Arredondo Al 2200,25000
5.0,9 años,4.0,Belgrano - Capital Federal,,Frente,4.0,35000.0,,1.0,298.0,298.0,,Av. Del Libertador 7050,9000
3.0,40 años,1.0,Belgrano - Capital Federal,,Frente,2.0,4500.0,,,65.0,73.0,,Virrey Loreto Al 2500,20900
2.0,35 años,1.0,Almagro - Capital Federal,,Lateral,1.0,2600.0,,,30.0,30.0,Departamento,Ramirez De Velasco Al 100,11500
3.0,,2.0,Recoleta - Capital Federal,,,2.0,,,,79.0,79.0,Departamento,Marcelo T. De Alvear Al 1200,27000
2.0,0 años,1.0,Recoleta - Capital Federal,,,1.0,3700.0,,,35.0,35.0,Departamento,Soler  Al 3300,16000
3.0,,2.0,Puerto Madero - Capital Federal,,,2.0,,,,68.0,76.0,,Rosario Vera Peñaloza 450,27500
2.0,9 años,1.0,Palermo Hollywood - Capital Federal,,Contrafrente,1.0,6000.0,,,52.0,58.0,,Nicaragua Al 6000,35000
3.0,70 años,2.0,Retiro - Capital Federal,,Frente,2.0,15000.0,,25.0,126.0,126.0,,Florida Al 1000,28000
3.0,40 años,1.0,Las Cañitas - Capital Federal,,Contrafrente,2.0,3294.0,,,,52.0,,San Benito De Palermo  Al 1500,17500
2.0,10 años,2.0,Palermo - Capital Federal,,,1.0,,,,55.0,55.0,Departamento,Guemes 3300,1800
3.0,0 años,2.0,Flores - Capital Federal,,Contrafrente,2.0,,,13.0,72.0,78.0,Departamento,Boyaca Al 500,24000
2.0,50 años,1.0,San Telmo - Capital Federal,,Interno,1.0,2200.0,,,39.0,42.0,,Av Independencia Al 500,14000
5.0,9 años,4.0,Núñez - Capital Federal,,Frente,4.0,35000.0,,1.0,298.0,298.0,,Av. Del Libertador Al 7000,9000
2.0,0 años,1.0,Puerto Madero - Capital Federal,,Frente,1.0,15000.0,,1.0,110.0,120.0,,Los Molinos - Juana Manso Al 1100,2500
2.0,5 años,1.0,Puerto Madero - Capital Federal,,Frente,1.0,30000.0,,,118.0,118.0,Departamento,Martha Salotti 400,55000
2.0,40 años,1.0,Villa Urquiza - Capital Federal,,Lateral,1.0,,,,36.0,36.0,Departamento,Av. Monroe 4338,11000
3.0,30 años,1.0,Villa Del Parque - Capital Federal,5.0,Contrafrente,2.0,,1.0,1.0,60.0,70.0,Departamento,Lascano 2800,18000
3.0,35 años,1.0,Caballito - Capital Federal,2.0,Lateral,2.0,3500.0,,15.0,47.0,52.0,Departamento,Gandhi Al 300,16000
1.0,60 años,1.0,Once - Capital Federal,,Interno,1.0,,1.0,2.0,3.0,24.0,Departamento,Hipolito Yrigoyen 3100,10000
4.0,14 años,1.0,Núñez - Capital Federal,,,2.0,,,,64.0,72.0,Departamento,Correa 1600 A Mts De Libertador,25000
3.0,10 años,2.0,Puerto Madero - Capital Federal,,,2.0,,,,132.0,138.0,,Azucena Villaflor Entre Juana Manso,3000
3.0,,2.0,Puerto Madero - Capital Federal,,,2.0,,,,125.0,134.0,Departamento,Azucena Villaflor,3200
3.0,,3.0,Palermo - Capital Federal,,Frente,2.0,14000.0,,,102.0,114.0,Departamento,Beruti 4600,65000
3.0,,2.0,Núñez - Capital Federal,,Frente,2.0,,,,80.0,80.0,Departamento,Pico 2300,3200
4.0,35 años,1.0,Las Cañitas - Capital Federal,,Frente,2.0,,,7.0,84.0,90.0,,Baez Al Al 200,29000
2.0,0 años,1.0,Palermo - Capital Federal,,Contrafrente,1.0,5000.0,,,40.0,45.0,Departamento,Sinclair Al 2500,20000
7.0,0 años,3.0,Palermo - Capital Federal,,,5.0,40000.0,,1.0,410.0,410.0,,Av. Del Libertador Al 3700,3500
3.0,8 años,1.0,Palermo - Capital Federal,,Frente,2.0,,,2.0,68.0,71.0,,Demaria Entre Godoy Cruz Y Oro,1700
2.0,40 años,1.0,Palermo - Capital Federal,,Frente,1.0,4500.0,,1.0,50.0,53.0,,Libertador Al 4900,18000
2.0,35 años,1.0,Flores - Capital Federal,,Contrafrente,1.0,1900.0,,,50.0,53.0,Departamento,Carabobo Al 500,12500
4.0,38 años,2.0,Palermo - Capital Federal,,Frente,3.0,18000.0,,8.0,170.0,190.0,Piso,Gelly 3400,45000
3.0,12 años,3.0,Puerto Madero - Capital Federal,,Frente,,36000.0,,,180.0,,,Julieta Lanteri 1202,5500
3.0,,1.0,Balvanera - Capital Federal,,Interno,2.0,1500.0,,,95.0,95.0,Departamento,Castelli 100,15000
4.0,0 años,2.0,Recoleta - Capital Federal,,,3.0,,,,200.0,200.0,,Tagle 2550,1900
3.0,0 años,1.0,Villa Luro - Capital Federal,,,2.0,1.0,,,62.0,65.0,,"Patron Al 5800, Entre Pola Y Fonrouge",19500
3.0,,2.0,Villa Urquiza - Capital Federal,,,2.0,8500.0,,,6962.0,180.0,,Echeverria 4225,40000
3.0,75 años,2.0,Recoleta - Capital Federal,,Frente,2.0,9824.0,,,128.0,128.0,,Paraná Al 1200,35000
4.0,,2.0,Palermo - Capital Federal,,Frente,3.0,18000.0,,8.0,2043.0,204.0,Departamento,Del Libertador Av. 2300,4000
3.0,8 años,3.0,Puerto Madero - Capital Federal,,Frente,2.0,15000.0,,,96.0,114.0,Departamento,Juana Manso Al 600,2200
2.0,40 años,1.0,Palermo Nuevo - Capital Federal,,Frente,1.0,5800.0,,1.0,55.0,55.0,,Segui 4742,28000
5.0,55 años,2.0,Retiro - Capital Federal,,,3.0,18000.0,,,176.0,176.0,Departamento,Posadas Y Cerrito A Mts De La Recova,72000
3.0,0 años,2.0,Puerto Madero - Capital Federal,,,2.0,28500.0,,52.0,188.0,188.0,Departamento,Marta Lynch Al 400,4000
3.0,,2.0,Retiro - Capital Federal,,,2.0,,,,137.0,137.0,Departamento,Arroyo 800,42900
3.0,10 años,2.0,Palermo Hollywood - Capital Federal,,Contrafrente,2.0,13500.0,,,100.0,106.0,,"Humboldt , Palermo Hollywood",60000
2.0,5 años,2.0,Villa Devoto - Capital Federal,5.0,Frente,1.0,5500.0,6.0,9.0,52.0,54.0,Departamento,Av Mosconi 3300,14000
2.0,40 años,1.0,Villa Urquiza - Capital Federal,,Lateral,1.0,1800.0,3.0,,38.0,38.0,Departamento,Mariano Acha 2568,8000
4.0,25 años,2.0,Recoleta - Capital Federal,2.0,Contrafrente,3.0,16000.0,,11.0,130.0,137.0,Departamento,Montevideo Al 1900,62000
3.0,45 años,3.0,Palermo Chico - Capital Federal,1.0,Frente,2.0,15000.0,,,146.0,180.0,Departamento,Av. Libertador  Al 2300,2400
,,1.0,Paternal - Capital Federal,,,1.0,,,,45.0,50.0,,Av. Alvarez Jonte 2000,11000
,3 años,2.0,Puerto Madero - Capital Federal,,,2.0,,,1.0,,,,Aimé Painé Al 1100,7500
4.0,0 años,2.0,Belgrano - Capital Federal,,Frente,3.0,,,,121.0,137.0,,Mirabilia Belgrano - Arcos Al 2646 - Piso 23e - Belgrano,3500
4.0,,2.0,Núñez - Capital Federal,,Frente,3.0,19500.0,,25.0,140.0,140.0,Semi piso,Av. Congreso 1800,2900
2.0,,1.0,Barrio Norte - Capital Federal,,Frente,1.0,3060.0,,13.0,68.0,68.0,Departamento,Santa Fe Av. 2800,1100
4.0,,2.0,Belgrano - Capital Federal,,Frente,3.0,19500.0,,25.0,140.0,140.0,Semi piso,Av. Congreso 1800,2900
2.0,0 años,1.0,Caballito - Capital Federal,,,1.0,2200.0,,13.0,,42.0,,Del Barco Centenera Al 500,19000
3.0,50 años,2.0,Palermo Nuevo - Capital Federal,,Contrafrente,2.0,7960.0,,,104.0,110.0,,Fray Justo Santa María De Oro Al 3000 Entre Seguí Y Av. Del Libertador,38000
2.0,0 años,1.0,Recoleta - Capital Federal,2.0,Frente,1.0,,,10.0,100.0,100.0,Departamento,Montevideo Al 1200,2000
4.0,0 años,2.0,Belgrano C - Capital Federal,,Frente,3.0,,,,121.0,137.0,,Mirabilia Belgrano - Arcos Al 2646 - Piso 23e - Belgrano,3500
3.0,0 años,2.0,Balvanera - Capital Federal,2.0,Contrafrente,2.0,5000.0,,8.0,62.0,65.0,Departamento,Alberti  Al 500,20000
4.0,19 años,2.0,Belgrano - Capital Federal,,Contrafrente,3.0,8900.0,,1.0,80.0,86.0,,Ciudad De La Paz 1638,37000
3.0,,2.0,Puerto Madero - Capital Federal,,,2.0,,,,123.0,130.0,Departamento,Azucena Villaflor Al 500,3000
2.0,55 años,1.0,Palermo - Capital Federal,10.0,Contrafrente,1.0,6500.0,,14.0,47.0,50.0,Departamento,Av. Libertador  Al 2600,20000
3.0,45 años,1.0,Retiro - Capital Federal,6.0,Interno,2.0,3100.0,,10.0,45.0,45.0,Departamento,Suipacha Al 200,14000
2.0,,2.0,Las Cañitas - Capital Federal,4.0,Contrafrente,1.0,3600.0,7.0,9.0,39.0,39.0,Departamento,Republica De Eslovenia 1800,16000
3.0,60 años,1.0,Villa Urquiza - Capital Federal,4.0,Contrafrente,2.0,4000.0,7.0,11.0,75.0,75.0,Departamento,Los Incas  4200,18000
3.0,0 años,1.0,Belgrano - Capital Federal,,Contrafrente,2.0,4200.0,,,51.0,51.0,,Olaguer Y Feliu  Al 2700,17000
2.0,2 años,1.0,Palermo - Capital Federal,,,1.0,3500.0,,,47.0,55.0,,Gascon 1700,23500
2.0,,1.0,Barrio Norte - Capital Federal,,,1.0,,,,40.0,40.0,,Anchorena  1500,130
2.0,30 años,1.0,Villa Del Parque - Capital Federal,,Frente,1.0,2200.0,,,40.0,44.0,,Condarco Al 3000,10900
3.0,0 años,2.0,Recoleta - Capital Federal,,Contrafrente,2.0,,,,104.0,108.0,Departamento,Parana  Al 1200,25000
2.0,40 años,1.0,Las Cañitas - Capital Federal,,Frente,1.0,4500.0,,1.0,50.0,53.0,,Libertador Al 4900,18000
1.0,2 años,1.0,Palermo Hollywood - Capital Federal,,,,,,,39.0,44.0,Departamento,Dorrego 1700,15500
3.0,19 años,2.0,Barrio Norte - Capital Federal,,,1.0,5135.0,,,61.0,64.0,Departamento,Sanchez De Bustamante 2500,28000
3.0,,2.0,Caballito - Capital Federal,,Frente,2.0,3200.0,,14.0,58.0,61.0,Departamento,Viel 200,15000
2.0,0 años,2.0,San Cristóbal - Capital Federal,,Contrafrente,1.0,2500.0,,,54.0,59.0,,Estados Unidos Al 2300,16500
5.0,35 años,3.0,Retiro - Capital Federal,,Frente,4.0,40000.0,,1.0,330.0,350.0,,Esmeralda Al 1100 Y Santa Fe,50000
4.0,8 años,2.0,Belgrano - Capital Federal,,Contrafrente,3.0,16021.0,,9.0,141.0,154.0,,Maure Al 2300 Entre Av. Cabildo Y 3 De Febrero,2800
2.0,0 años,1.0,Puerto Madero - Capital Federal,,,1.0,25000.0,,,75.0,82.0,,Aimé Painé Al 1100,3650
2.0,0 años,1.0,Retiro - Capital Federal,,,1.0,4000.0,,,41.0,49.0,Departamento,Arroyo Al 800,17000
4.0,0 años,2.0,Recoleta - Capital Federal,,,3.0,,,,,,,Alvear Al 1800,1500
2.0,90 años,1.0,San Telmo - Capital Federal,,Frente,1.0,,,,55.0,55.0,,Peru Al 600,750
2.0,6 años,1.0,Belgrano - Capital Federal,,Contrafrente,1.0,5500.0,,,50.0,71.0,Departamento,Tronador Al 1400,20000
3.0,50 años,1.0,Belgrano - Capital Federal,,Frente,2.0,,,1.0,101.0,101.0,,San Benito De Palermo Al 1500,25000
4.0,,2.0,Palermo - Capital Federal,,Frente,3.0,17000.0,,30.0,140.0,150.0,Piso,Coronel Diaz 2700,50000
2.0,20 años,1.0,Palermo - Capital Federal,,Frente,1.0,5527.0,,8.0,38.0,42.0,,Godoy Cruz Al 3100 Entre Demaria Y Juan F. Seguí,22000
2.0,0 años,1.0,Balvanera - Capital Federal,,Frente,1.0,2352.0,,16.0,40.0,40.0,Departamento,Paso  Al 100,10700
2.0,0 años,1.0,Belgrano - Capital Federal,,,1.0,,,,60.0,60.0,Departamento,La Pampa Al 700,22000
3.0,65 años,1.0,Once - Capital Federal,3.0,Interno,2.0,,11.0,12.0,46.0,46.0,,Avenida Jujuy 500,12500
2.0,30 años,1.0,Belgrano - Capital Federal,4.0,Frente,1.0,3400.0,,14.0,41.0,74.0,Departamento,Av. Libertador  Al 5500,600
3.0,10 años,2.0,Belgrano - Capital Federal,,Contrafrente,2.0,10000.0,,,75.0,80.0,,Avenida Del Libertador Al 5600,29500
4.0,60 años,2.0,Recoleta - Capital Federal,2.0,Lateral,2.0,9000.0,,7.0,130.0,130.0,Departamento,Alvear  Al 1700,2500
2.0,0 años,1.0,Villa Luro - Capital Federal,,Contrafrente,1.0,3000.0,,,40.0,40.0,Departamento,Dante  Al 100,14000
6.0,,2.0,Recoleta - Capital Federal,,,4.0,,,,175.0,175.0,Departamento,Montevideo Al 1200,38000
2.0,40 años,1.0,Constitución - Capital Federal,,Lateral,1.0,1605.0,,,32.0,32.0,Departamento,Salta  Al 2000,8700
4.0,0 años,3.0,Puerto Madero - Capital Federal,,,3.0,,,,130.0,142.0,Departamento,Aime Paine Al 1300,99000
3.0,8 años,2.0,Puerto Madero - Capital Federal,,Frente,2.0,16000.0,,1.0,105.0,110.0,,Torres Del Yacht - Juana Manso  Al 600,1900
2.0,50 años,1.0,Retiro - Capital Federal,,Contrafrente,1.0,6760.0,,,30.0,35.0,,Florida 800,14000
7.0,,1.0,Congreso - Capital Federal,,Frente,6.0,,,2.0,500.0,500.0,Departamento,San Juan 2600,60000
5.0,50 años,2.0,Palermo - Capital Federal,,Frente,3.0,32000.0,,,220.0,,,Av Libertador Al 2200,4000
4.0,,2.0,Palermo - Capital Federal,,Contrafrente,3.0,15000.0,,,126.0,138.0,Departamento,"Las Heras, Av. 4000",1800
2.0,,1.0,Palermo - Capital Federal,,Frente,1.0,,,10.0,50.0,55.0,Departamento,Amenabar 100,1600
3.0,0 años,2.0,Palermo - Capital Federal,1.0,Frente,2.0,6500.0,,10.0,93.0,100.0,Departamento,Coronel Diaz  Al 1500,1300
3.0,10 años,2.0,Belgrano - Capital Federal,,,2.0,9400.0,,,80.0,80.0,Departamento,Olazabal Al 2200,1800
2.0,,2.0,Palermo - Capital Federal,,Contrafrente,1.0,,,38.0,55.0,60.0,Departamento,"Justo, Juan B. Avda. 1000",2200
3.0,0 años,,Puerto Madero - Capital Federal,,Frente,2.0,23859.0,,8.0,168.0,178.0,Departamento,Guevara Trinidad Al 300,5000
3.0,8 años,2.0,Palermo Hollywood - Capital Federal,,,2.0,,,,70.0,77.0,,Mirabilia Palermo - Humboldt 2000 - Palermo Hollywood,2200
3.0,0 años,2.0,Belgrano - Capital Federal,,,2.0,,,,117.0,117.0,Departamento,Castañeda Al 2000,3000
6.0,0 años,5.0,Belgrano - Capital Federal,,Frente,4.0,40000.0,,3.0,478.0,533.0,,Ramsay Al 2000,25000
2.0,,1.0,Belgrano - Capital Federal,,Contrafrente,1.0,4800.0,,9.0,44.0,47.0,Departamento,"Del Pino, Virrey 2800",700
3.0,0 años,3.0,Puerto Madero - Capital Federal,,Frente,2.0,35000.0,,,,125.0,,Aime Paine Al 1100,5500
4.0,35 años,2.0,Barrio Norte - Capital Federal,,Frente,3.0,20000.0,,8.0,131.0,142.0,,Arenales Al 1300,38000
2.0,99 años,1.0,Belgrano Barrancas - Capital Federal,,Frente,1.0,5000.0,,1.0,57.0,57.0,,Juramento Al 2100 2 Ambientes Al Frente Piso Alto,19500
