Ambientes,Antigüedad,Baños,Bodegas,Cocheras,Departamentos por piso,Disposición,Dormitorios,Expensas,Orientación,Piso (unidad),Pisos,Superficie cubierta,Superficie total,Tipo de departamento,address,neighborhood,price
1,,1,,,,Frente,1,4900,,,13,,,Departamento,"Lacroze, Federico, Av. 2500",Colegiales - Capital Federal,15000
1,35 años,1,,,8,Interno,1,2900,,,15,30,30,Departamento,Av Libertador Al 700,Recoleta - Capital Federal,9500
3,,1,,,,,1,4500,,,,70,70,,Arenales 1600,Recoleta - Capital Federal,16000
2,,1,,,,Frente,1,1520,,,2,36,36,Departamento,San Jose 600,Monserrat - Capital Federal,10000
1,,1,,,,Frente,1,2836,,,8,32,35,Departamento,"Salguero, Jeronimo 1600",Palermo - Capital Federal,13000
2,,2,,1,,,1,,,,,82,82,,Julieta Lanteri 1300,Puerto Madero - Capital Federal,2200
1,,1,,,,,1,2300,,,,23,26,Departamento,4100,Almagro - Capital Federal,11000
2,39 años,1,,,,,1,,,,,37,39,Departamento,Ensenada Y Ramon L. Falcon,Floresta - Capital Federal,10000
2,4 años,1,,,4,Frente,1,3500,Norte,3,6,47,47,Departamento,Helguera 4500,Villa Urquiza - Capital Federal,14000
1,,1,,,,Frente,1,3000,,,10,29,35,Departamento,"Corrientes, Avda. 4500",Almagro - Capital Federal,12500
2,,1,,,,Contrafrente,1,1200,,,5,40,55,Piso,Lisandro De La Torre 100,Liniers - Capital Federal,11000
2,,1,,,,,1,,,,,26,31,,Laprida 1900,Recoleta - Capital Federal,13000
1,2 años,1,,,,,1,3600,,,,30,38,Departamento,Alvarez Thomas Y Gregoria Perez,Colegiales - Capital Federal,12000
2,20 años,1,,,,,1,,,7,,25,25,Departamento,Yerbal 2300,Flores - Capital Federal,10800
2,,1,,,,Lateral,1,1032,,,8,35,35,Departamento,Ecuador 600,Balvanera - Capital Federal,11000
1,,1,,,,Frente,1,2815,,,9,33,36,Departamento,Vera 300,Villa Crespo - Capital Federal,12000
2,,1,,,,,1,1850,,,,26,26,Departamento,Guardia Vieja Al 4300,Almagro - Capital Federal,10500
2,34 años,1,,,,,1,1800,,,,27,32,Departamento,Av Corrientes Y Callao,Congreso - Capital Federal,12000
2,,1,,,,Contrafrente,1,5500,,,7,38,42,Departamento,Honduras 4100,Palermo - Capital Federal,19900
2,43 años,1,,,8,Lateral,1,3200,Oeste,5,14,40,40,Departamento,Rio De Janeiro  200 5°,Caballito - Capital Federal,11500
2,,1,,,,Frente,1,4600,,,9,55,55,Departamento,"Del Pino, Virrey 2700",Belgrano - Capital Federal,18900
2,,1,,,,Frente,1,2500,,,,55,55,Semi piso,Peribebuy 6700,Liniers - Capital Federal,11500
1,60 años,1,,,,Interno,1,1200,,,,23,23,Departamento,Cochabamba 800,San Telmo - Capital Federal,8500
2,35 años,1,,,4,Contrafrente,1,2400,Norte,5,8,38,45,Departamento,Bacacay 5200,Villa Luro - Capital Federal,9000
2,30 años,2,,,,,1,,,,,220,220,Departamento,Riobamba 70,Congreso - Capital Federal,15000
2,6 años,1,,,4,Lateral,1,4000,Este,,20,56,56,Departamento,Av Pedro Goyena 1750,Caballito - Capital Federal,207000
2,,1,,,,,1,2000,,,,30,30,Departamento,Aguero,Barrio Norte - Capital Federal,13000
2,2 años,1,,,2,,1,4500,,,7,40,46,Departamento,Centenera  500,Caballito - Capital Federal,14000
2,8 años,1,,1,2,Frente,1,3800,Este,3,8,32,35,Departamento,Esteban De Luca  1400 3°,San Cristóbal - Capital Federal,11000
2,55 años,1,,,4,Contrafrente,1,3000,,,11,38,38,Departamento,Arenales Al 1700,Barrio Norte - Capital Federal,14000
1,,1,,,,,1,,,,,35,35,Departamento,Catamarca,San Cristóbal - Capital Federal,9500
1,,,,,,,1,2000,,,,23,23,Departamento,Marcelo T De Alvear Al 700,Recoleta - Capital Federal,11000
2,45 años,1,,,3,Frente,1,4008,,5,6,45,52,Departamento,Caracas 1700,Villa Gral. Mitre - Capital Federal,9500
2,,1,,,,,1,1300,,,,31,31,Departamento,Sanabria 4500,Villa Devoto - Capital Federal,10500
2,15 años,1,,1,,,1,7400,,,9,50,55,Departamento,J.l. Borges 2100,Palermo - Capital Federal,18000
1,18 años,1,,,,Contrafrente,1,3370,,,,29,33,Departamento,Gelly Al 3400,Palermo - Capital Federal,12000
2,0 años,1,,,3,Frente,1,3064,,,,40,43,Departamento,Migueletes Al 1900,Belgrano - Capital Federal,15000
2,,1,,,,Lateral,1,1590,,,14,30,30,Departamento,Santa Fe Av. 3700,Palermo - Capital Federal,12000
2,,1,,,,Frente,1,1800,,,8,48,53,Departamento,Anselmo Saenz Valiente 100,Villa Luro - Capital Federal,11500
2,0 años,1,,,,Contrafrente,1,2000,,,,40,48,Departamento,Riobamba Al 300,Retiro - Capital Federal,14000
2,0 años,1,,,,Frente,1,,,,,,,Departamento,Amancio Alcorta 1792,Parque Patricios - Capital Federal,11000
2,,1,,,,Frente,1,,,,,40,40,Departamento,Mansilla 3300,Recoleta - Capital Federal,14500
2,,1,,,,Frente,1,,,,9,41,41,Piso,Av Directorio 4000,Parque Avellaneda - Capital Federal,11000
2,,1,,,,Lateral,1,3000,,,9,38,46,Departamento,Estado De Israel 4500,Almagro - Capital Federal,11000
2,,2,,,,,1,,,,1,50,45,Departamento,Vallejos  4700 Pb,Villa Devoto - Capital Federal,13000
2,5 años,1,,,,,1,1900,,,,39,68,Departamento,Anchorena Y Mitre,Balvanera - Capital Federal,14000
2,40 años,1,,,4,Contrafrente,1,2000,Oeste,,1,43,55,Departamento,Ramon Falcon   2300,Flores - Capital Federal,11500
1,2 años,1,,,,Contrafrente,1,5500,Norte,,,58,61,,"Rivadavia, Av. Al 1500",Congreso - Capital Federal,13000
1,,1,,,,Frente,1,2570,,,12,40,40,Departamento,Corrientes Avda 1600,Monserrat - Capital Federal,11000
2,,1,,,,,1,4000,,,,62,72,Departamento,Amenabar Entre Palpa Y Aguilar,Colegiales - Capital Federal,20000
2,2 años,1,,,1,Frente,1,,Norte,,3,30,30,Departamento,Av Del Carril 2960,Villa Pueyrredón - Capital Federal,7500
2,49 años,1,,,,,1,3200,,,,41,41,Departamento,Pacheco De Melo 1800,Recoleta - Capital Federal,12000
2,6 años,1,,,,,1,4,,,,53,56,Departamento,Av. Del Libertador 7900,Núñez - Capital Federal,21000
1,,1,,,,,1,,,,,44,62,Departamento,Charcas 3100,Barrio Norte - Capital Federal,18000
2,50 años,1,,,,,1,1750,,,,35,35,,Boyaca 1100,Villa Gral. Mitre - Capital Federal,9000
2,,1,,,,Lateral,1,,,,7,34,36,Departamento,"San Juan, Av. 4100",Boedo - Capital Federal,10500
2,,1,,,,Frente,1,4410,,,7,53,57,Departamento,Muñiz 800,Boedo - Capital Federal,14000
2,50 años,1,,,3,Contrafrente,1,2400,,7,9,45,45,Departamento,Yerbal 83,Caballito - Capital Federal,11500
1,2 años,1,,,,,1,3900,,,,44,44,,Caboto 400,La Boca - Capital Federal,12900
2,,1,,1,,Contrafrente,1,,,,3,48,58,Departamento,Molina 1300,Mataderos - Capital Federal,14000
1,,1,,,,Lateral,1,1700,,,14,24,24,Departamento,Ramirez De Velasco 600,Villa Crespo - Capital Federal,8500
2,,1,,,,Interno,1,2800,,,9,36,36,Departamento,Maure 3900,Chacarita - Capital Federal,10000
2,7 años,1,,,,,1,4600,,,,42,49,Departamento,Ortega Y Gasset 1800,Las Cañitas - Capital Federal,22000
2,,1,,,,,1,,,,,41,41,,Azcuenaga 1060,Recoleta - Capital Federal,13000
2,0 años,1,,,,,1,1800,,,,,,,Santa Fe Al 2800,Barrio Norte - Capital Federal,9500
2,5 años,2,,,2,Contrafrente,1,1800,Norte,2,2,50,52,Departamento,Pedro Goyena 56,Boedo - Capital Federal,15000
2,,1,,,,Contrafrente,1,2906,,,9,39,39,Departamento,Maipu 900,Monserrat - Capital Federal,10000
2,,1,,,,Lateral,1,,,,7,45,48,Departamento,Helguera 100,Flores - Capital Federal,11000
1,3 años,1,,,,Frente,1,3000,,,,30,30,Departamento,Ayacucho 1400,Recoleta - Capital Federal,20000
2,,1,,,,,1,,,6,1,38,38,Departamento,Campana  3000 6°,Villa Devoto - Capital Federal,9000
1,,1,,,,Contrafrente,1,2600,,,10,38,41,Departamento,"Lacroze, Federico, Av. 3500",Colegiales - Capital Federal,11000
2,,1,,,,Frente,1,,,,5,40,44,Departamento,Leopoldo Marechal 900,Caballito - Capital Federal,16000
1,0 años,1,,,,,1,2400,,,,22,25,Departamento,Avenida Santa Fe Al 1200,Retiro - Capital Federal,10000
2,,1,,,,Frente,1,1700,,,2,43,43,Departamento,Vuelta De Obligado 1500,Belgrano - Capital Federal,14900
2,,2,,,,,1,,,,1,50,45,Departamento,Vallejos  4700 Pb,Villa Devoto - Capital Federal,13000
2,40 años,1,,,,Frente,1,2300,,,9,,,,Aguero Al 1600,Barrio Norte - Capital Federal,12000
2,,1,,,,Frente,1,2000,,1,,50,54,Departamento,Avellaneda 3700,Floresta - Capital Federal,12000
2,,1,,,,,1,,,,,29,29,Departamento,Alicia Moreau De Justo,Puerto Madero - Capital Federal,20000
2,,1,,,,Lateral,1,,,,7,45,48,Departamento,Helguera 100,Flores - Capital Federal,11000
2,50 años,1,,,,,1,,,,,40,40,,Guardia Nacional 300,Villa Luro - Capital Federal,10500
2,50 años,1,,,,,1,,,,,40,40,,Guardia Nacional 300,Villa Luro - Capital Federal,10500
2,,2,,,,,1,7500,,,,61,74,Departamento,Arenales,Retiro - Capital Federal,15500
2,,1,,,,Frente,1,,,,,41,41,Dúplex,"Pagano, J.e. 2600",Recoleta - Capital Federal,16000
1,,1,,1,,,1,,,,,30,30,Departamento,Dean Funes 1000,San Cristóbal - Capital Federal,10000
2,,1,,,,Contrafrente,1,1561,,,3,42,44,Departamento,El Salvador 5900,Palermo - Capital Federal,11000
2,45 años,1,,,4,Interno,1,3600,,5,10,37,37,Departamento,Junín 900,Recoleta - Capital Federal,12000
1,4 años,1,,,,Frente,1,1800,Oeste,2,,40,44,Monoambiente,Pieres 200,Liniers - Capital Federal,9000
1,,1,,,,,1,,,,,35,35,Departamento,Azcuenaga 1900,Recoleta - Capital Federal,11000
1,45 años,1,,,4,Contrafrente,1,,Norte,1,14,24,24,Departamento,Quesada  2390,Belgrano - Capital Federal,11000
2,,1,,,,,1,,,,,53,53,Departamento,Medrano 900,Almagro - Capital Federal,12500
2,8 años,1,,,,Contrafrente,1,4000,,1,,40,78,Departamento,Beiro 4200,Villa Devoto - Capital Federal,12500
2,9 años,1,,,,,1,5179,,,,40,44,Semi piso,Av. Niceto Vega 5600,Palermo Hollywood - Capital Federal,14000
2,,1,,,3,Frente,1,,,,4,52,57,Departamento,Rivadavia 5100,Caballito - Capital Federal,13000
2,,1,,,,,1,,,,,41,41,,Azcuenaga 1060,Recoleta - Capital Federal,13000
2,5 años,1,,,,,1,7000,,,,55,71,Departamento,Freire 2443,Belgrano - Capital Federal,17500
2,,1,,,,Contrafrente,1,2500,,3,,35,35,Departamento,Marcos Sastre 3200,Villa Del Parque - Capital Federal,10000
2,30 años,1,,,4,Contrafrente,1,1500,,,1,48,48,Departamento,Av Corrientes   5900,Villa Crespo - Capital Federal,11000
2,5 años,1,,1,8,Contrafrente,1,3000,,9,10,40,48,Departamento,Avenida La Plata 1265,Caballito - Capital Federal,16000
2,15 años,2,,,,,1,3700,,,1,50,50,Dúplex,Obispo San Alberto  3300 Pb,Villa Pueyrredón - Capital Federal,13800
2,,1,,,,Frente,1,,,,,60,69,Departamento,Oliden 600,Liniers - Capital Federal,13500
2,,1,,,,Contrafrente,1,3800,,,,50,50,Departamento,Gorriti 3600,Palermo - Capital Federal,17000
2,,1,,,,Contrafrente,1,2100,,,5,47,47,Departamento,Oliden 1300,Mataderos - Capital Federal,12000
2,,1,,,,,1,,,,,45,47,Departamento,Conesa Y Juramento,Belgrano - Capital Federal,14000
2,10 años,1,,,2,Frente,1,4500,,,,50,62,Semi piso,Roosevelt 3300,Belgrano - Capital Federal,18000
2,,1,,,,,1,,,4,1,40,40,Departamento,Soler  4400 4°,Palermo Soho - Capital Federal,11000
2,,1,,,,Lateral,1,,,,,42,42,Departamento,"Carranza, Angel 2300",Palermo - Capital Federal,12000
2,63 años,1,,,,,1,,,,,39,39,Departamento,Viamonte Al 2700,Balvanera - Capital Federal,11600
2,,1,,,,Lateral,1,2800,,,8,35,42,Departamento,Hidalgo 1000,Caballito - Capital Federal,11000
2,40 años,1,,,5,Interno,1,1750,Sur,1,7,40,43,Departamento,Cuenca  3700 1°,Villa Del Parque - Capital Federal,9000
1,,1,,,,Contrafrente,1,2600,,,10,38,41,Departamento,"Lacroze, Federico, Av. 3500",Chacarita - Capital Federal,11000
2,,1,,,,,1,,,,,70,70,Dúplex,L M Campos Y Gorostiaga,Las Cañitas - Capital Federal,17000
2,,1,,,,Frente,1,,,,8,42,50,Departamento,Olivera 100,Villa Luro - Capital Federal,12000
2,60 años,1,,,6,Contrafrente,1,2200,,4,,60,60,Departamento,Tacuarí E Independencia 700,San Telmo - Capital Federal,15000
2,,1,,,,Interno,1,1500,,,8,36,36,Departamento,Charcas 4000,Palermo - Capital Federal,11500
2,40 años,1,,,2,,1,1200,,,,40,40,Departamento,Juan B Justo 5100,Flores - Capital Federal,15000
1,45 años,1,,,4,Lateral,1,1400,Oeste,6,8,28,28,Monoambiente,Colombres 100,Almagro - Capital Federal,8500
2,11 años,2,,,2,Frente,1,4400,,,8,60,70,Departamento,Ciudad De La Paz 479,Belgrano - Capital Federal,14000
2,1 años,1,,,4,Frente,1,450,Este,,8,31,34,Departamento,Terrada 1000,Flores - Capital Federal,11500
2,45 años,1,,,3,Frente,1,4008,,5,6,45,52,Departamento,Caracas 1700,Flores - Capital Federal,9500
,,2,,,,,1,,,1,,75,85,,Zelada 5200,Villa Luro - Capital Federal,15300
1,,1,,,,Frente,1,3500,,,8,28,28,Departamento,Bulnes 1800,Palermo - Capital Federal,9900
2,,1,,,,Contrafrente,1,3800,,,,50,50,Departamento,Gorriti 3600,Palermo - Capital Federal,17000
2,,1,,,,,1,,,,,46,46,,Bauness 1960,Villa Urquiza - Capital Federal,19000
2,,1,,,,Interno,1,2800,,,9,36,36,Departamento,Maure 3900,Chacarita - Capital Federal,10000
2,,1,,,,Frente,1,1000,,,3,34,37,Departamento,Ramos Mejia 1000,Almagro - Capital Federal,11000
2,50 años,1,,,,Lateral,1,4000,,,,35,35,Departamento,Ayacucho 1400,Recoleta - Capital Federal,13000
2,20 años,1,,,,Contrafrente,1,2000,,1,,28,28,Departamento,Aranguren 1200,Caballito - Capital Federal,9000
2,,1,,,,Contrafrente,1,2982,,,,49,57,Departamento,"Carranza, A. J. 2300",Palermo - Capital Federal,15000
1,,1,,,,Frente,1,3364,,,7,35,35,Departamento,Anchorena 800,Barrio Norte - Capital Federal,9000
2,,1,,,,Lateral,1,1100,,,,28,28,Departamento,Chilecito 3700,Floresta - Capital Federal,7500
2,10 años,1,,,4,Contrafrente,1,3500,,7,10,37,43,Departamento,Muñiz 1141,Caballito - Capital Federal,13500
1,,1,,,,,1,,,,,35,40,,Donado 1100,Villa Urquiza - Capital Federal,12000
2,,1,,,,Contrafrente,1,3500,,,9,43,45,Departamento,Gurruchaga 400,Villa Crespo - Capital Federal,16000
2,,1,,,,Contrafrente,1,4430,,,12,46,53,Departamento,"Rivera, Pedro 5000",Villa Urquiza - Capital Federal,17000
2,25 años,1,,,,Frente,1,,,2,,50,50,Departamento,Concordia 4000,Villa Devoto - Capital Federal,12000
2,,1,,,,Frente,1,2300,,,,44,44,Departamento,Arangueren 500,Caballito - Capital Federal,10500
1,,1,,,,Contrafrente,1,1200,,,3,32,35,Departamento,Loyola 900,Villa Crespo - Capital Federal,12000
2,50 años,1,,,3,Interno,1,2100,,2,,37,39,Departamento,Lezica 4474,Caballito - Capital Federal,10500
2,,1,,,,,1,2000,,,,40,47,Departamento,Av. San Martin 2300,Paternal - Capital Federal,10000
2,45 años,1,,,6,Contrafrente,1,2717,Norte,6,10,44,47,Departamento,Av. Alberdi 2219,Flores - Capital Federal,10500
1,,1,,,,Contrafrente,1,3900,,,9,31,33,Departamento,Gallo 1000,Palermo - Capital Federal,11000
1,,1,,,,,1,,,,,33,43,,Primera Junta 5535,Mataderos - Capital Federal,8200
2,,1,,,,Interno,1,1800,,,8,35,35,Departamento,"Campos, Luis Maria 1000",Las Cañitas - Capital Federal,9000
1,3 años,1,,,,Contrafrente,1,,,,,45,45,Departamento,Aranguren  2442,Flores - Capital Federal,10500
2,,1,,1,,Contrafrente,1,1500,,,4,55,65,Piso,Araujo 900,Mataderos - Capital Federal,15500
2,,1,,,,,1,3256,,,,51,51,,Laprida 1800,Recoleta - Capital Federal,14500
2,,1,,,,,1,,,,,40,40,Departamento,Rosario,Caballito - Capital Federal,12500
2,,1,,,,Lateral,1,1500,,,,40,46,Departamento,"Olazabal, Av. 5100",Villa Urquiza - Capital Federal,12000
2,0 años,1,,,,,1,2500,,,,36,58,,Llavallol 2154,Villa Del Parque - Capital Federal,14000
2,10 años,1,,1,,,1,3400,,,,45,45,Departamento,"Marti, Jose 300",Flores - Capital Federal,11000
,,1,,,,,1,,,,,43,43,,"Dr. Juan Felipe Aranguren 2440, C1406fwt Caba, Argentina",Flores - Capital Federal,10500
2,,1,,,,Interno,1,1050,,,3,36,36,Departamento,Jean Jaures 100,Almagro - Capital Federal,10900
2,,1,,,,Contrafrente,1,,,,,38,38,Departamento,Ramon L. Falcon 7100,Liniers - Capital Federal,7000
2,,1,,,,Frente,1,3250,,,,40,45,Departamento,Ciudad De La Paz 3500,Núñez - Capital Federal,14000
2,40 años,1,,,4,Interno,1,300,Norte,,2,41,57,Departamento,Av. Varela 249,Flores - Capital Federal,10000
1,0 años,1,,,,Frente,1,,,,,27,,Departamento,Av. Cerviño 3200,Palermo - Capital Federal,8800
2,,1,,,,Lateral,1,2800,,,8,35,35,Departamento,Ramirez De Velasco 300,Villa Crespo - Capital Federal,10000
2,,1,,,,,1,,,,,38,38,Departamento,Alquiler Virrey Cevallos 600,Monserrat - Capital Federal,10000
2,0 años,1,,,,,1,2000,,,,44,49,,Llavallol 2154,Villa Del Parque - Capital Federal,13000
1,,1,,,,,1,,,,,12,12,,Larrazabal 3500,Villa Lugano - Capital Federal,6600
1,,1,,,,Lateral,1,2646,,,10,25,25,Departamento,"Alvear, Marcelo T. De 1900",Barrio Norte - Capital Federal,7500
2,,1,,,,,1,,,,,46,46,,"Páez 2100, Buenos Aires, Argentina",Flores - Capital Federal,12000
2,,1,,,,,1,,,,,40,54,,Valentin Gomez  2711,Once - Capital Federal,12500
1,1 años,1,,,,,1,,,,,23,23,Departamento,Rivadavia 10700,Villa Luro - Capital Federal,8500
2,,1,,,,Lateral,1,1400,,,1,37,37,Departamento,Pringles 1200,Almagro - Capital Federal,11500
2,,1,,,,,1,,,,,42,42,Departamento,Scalabrini Ortiz 2300 - Alq 2 Amb,Palermo - Capital Federal,13000
2,10 años,1,,,2,Contrafrente,1,2700,,5,9,55,90,Departamento,Lavalleja  700 5°,Palermo Viejo - Capital Federal,18000
2,25 años,1,,,,Lateral,1,2700,,,,40,40,Departamento,Boyaca 500,Flores - Capital Federal,8900
1,,1,,,,,1,,,,,27,30,,Charcas 1200,Barrio Norte - Capital Federal,9000
1,0 años,1,,,,,1,1500,,,,28,28,Departamento,Tucumán Al 800,San Nicolás - Capital Federal,8500
2,,1,,,,,1,,,,,38,38,,Lavallol 4700,Villa Devoto - Capital Federal,9500
2,,1,,,,Interno,1,,,,10,34,34,Departamento,"Balbin, Ricardo 3600",Saavedra - Capital Federal,9500
2,,1,,,,,1,3500,,,,36,36,Departamento,Luis Maria Campos Al 200,Palermo - Capital Federal,14500
2,,1,,,,,1,,,,,55,55,Departamento,Av San Juan 2900,San Cristóbal - Capital Federal,17500
2,,1,,,,,1,3700,,,,50,55,Departamento,Pedro Lozano 2600,Villa Del Parque - Capital Federal,13000
2,,1,,,,Contrafrente,1,2000,,,2,60,60,Departamento,Uriarte 900,Villa Crespo - Capital Federal,14000
2,,1,,,,Lateral,1,3200,,,11,37,37,Departamento,"Cordoba, Avda. 4100",Almagro - Capital Federal,9500
1,,1,,,,Frente,1,1850,,,13,24,25,Departamento,Sanchez De Bustamante 500,Almagro - Capital Federal,9500
2,,1,,,,Contrafrente,1,41951,,,,35,38,Departamento,Soldado De La Independe 1200,Las Cañitas - Capital Federal,12000
2,45 años,1,,,3,Frente,1,4008,,5,6,45,52,Departamento,Caracas 1700,Paternal - Capital Federal,9500
2,19 años,1,,,,Frente,1,5958,,,,55,55,Departamento,Ugarteche 3200,Palermo - Capital Federal,15000
1,3 años,1,,,3,Contrafrente,1,2200,,,8,29,31,Departamento,Tomás A. Le Bretón  Al 4700,Villa Urquiza - Capital Federal,9200
2,,1,,1,,,1,2100,,,15,34,38,Departamento,Amenabar 1055,Belgrano - Capital Federal,14000
2,,2,,,,Frente,1,5419,,,,68,71,Departamento,Ortega Y Gasset 1800,Belgrano - Capital Federal,18000
2,,1,,,,,1,,,,,35,35,,Avenida Rivadavia 3215,Balvanera - Capital Federal,8000
1,35 años,1,,,6,Interno,1,,Este,2,3,199,200,Monoambiente,Dean Funes  358,Balvanera - Capital Federal,8000
2,35 años,1,,,,,1,2000,,,,40,42,,Av. Beiró 4228,Villa Devoto - Capital Federal,11000
2,,1,,,,,1,,,,,60,60,,Santiago De Estero 80,Balvanera - Capital Federal,8500
1,40 años,1,,,6,Frente,1,3800,,4,9,25,23,Departamento,Paraguay 1900,Recoleta - Capital Federal,8500
1,1 años,1,,,,,1,,,,,23,23,Departamento,Av. Rivadavia 10700,Villa Luro - Capital Federal,8000
2,,1,,,,Interno,1,2500,,,7,38,38,Departamento,"Oro, Fray Justo Santama 2500",Palermo - Capital Federal,12900
1,45 años,1,,,8,Lateral,1,3000,,3,13,28,28,Departamento,Monroe 3578,Coghlan - Capital Federal,8500
2,,1,,,,Contrafrente,1,1405,,,,34,34,Departamento,Moldes 2300,Belgrano - Capital Federal,11000
2,,2,,,,Frente,1,6200,,,,45,52,Departamento,Aguilar 2500,Belgrano - Capital Federal,13000
1,,1,,,,,1,,,,,14,14,Monoambiente,Sarmiento 4100,Almagro - Capital Federal,7500
2,,1,,,,Frente,1,3400,,,10,45,48,Departamento,"Peron, Teniente General 3300",Almagro - Capital Federal,9800
2,,1,,,,Frente,1,3150,,,,35,39,Departamento,Lafuente 200,Flores - Capital Federal,10000
2,,1,,,,Contrafrente,1,2300,,,14,41,41,Departamento,"Rivadavia, Av. 2800",Almagro - Capital Federal,9500
2,,1,,,,,1,,,,,37,37,Departamento,Neuquen 500,Caballito - Capital Federal,9500
2,,1,,,,Contrafrente,1,2800,,,8,30,30,Departamento,Gascon 500,Almagro - Capital Federal,8500
2,,,,,,,1,,,,,42,42,Departamento,Rivadavia 6000,Caballito - Capital Federal,12000
2,,2,,,,,1,,,,,60,60,,"Maza 500, Buenos Aires, Argentina",Boedo - Capital Federal,14000
2,,1,,,,Frente,1,5320,,,,43,45,Departamento,Arcos 2200,Belgrano - Capital Federal,13000
1,1 años,1,,,,Lateral,1,2000,,,,30,33,Departamento,Vera Al 900,Villa Crespo - Capital Federal,10000
1,,1,,,,,1,,,,,18,18,Departamento,Batalla Del Pari 1100,Villa Crespo - Capital Federal,7000
1,,1,,,,,1,,,,,42,45,,Moldes 1.800,Belgrano - Capital Federal,12500
1,,1,,,,Frente,1,1700,,,14,25,25,Departamento,Lambare 900,Almagro - Capital Federal,8000
2,,1,,,,Contrafrente,1,1341,,,10,37,37,Departamento,J .b. Alberdi 1200,Caballito - Capital Federal,10500
2,,1,,,,Frente,1,2800,,,,40,40,Departamento,Ugarteche 3200,Palermo - Capital Federal,14000
2,,1,,,,Frente,1,1600,,,,42,42,Piso,Guardia Nacional 700,Mataderos - Capital Federal,8500
2,,1,,,,Lateral,1,200,,,2,44,44,Departamento,Pizarro 6000,Mataderos - Capital Federal,8300
2,,1,,,,Contrafrente,1,2950,,,10,35,39,Departamento,"Diaz Velez, Avda. 5500",Caballito - Capital Federal,10000
2,,1,,,,Contrafrente,1,2100,,6,1,32,32,Departamento,French  2800 6°,Recoleta - Capital Federal,10000
2,,1,,,,Frente,1,6820,,,,45,50,Departamento,3 De Febrero 2400,Belgrano - Capital Federal,11000
1,8 años,1,,,2,Frente,1,1500,,8,,36,39,Departamento,Rosevelt 1941,Belgrano - Capital Federal,10500
1,,1,,,,Contrafrente,1,1800,,,,25,25,Departamento,Pico 1700,Núñez - Capital Federal,8000
1,4 años,1,,,,Contrafrente,1,,,,,37,37,Departamento,Boyaca 400,Flores - Capital Federal,8500
2,,1,,,,Frente,1,3900,,,8,39,42,Departamento,"Artigas, Jose G. De, Gr 300",Flores - Capital Federal,8500
1,,1,,,,Lateral,1,2100,,,7,25,26,Departamento,Ramirez De Velasco 1000,Villa Crespo - Capital Federal,7700
1,,1,,,,Frente,1,1300,,,7,25,26,Departamento,Dinamarca 1100,Caballito - Capital Federal,7900
2,10 años,2,,,4,Contrafrente,1,,Oeste,2,10,50,55,,Ciudad De La Paz 3200,Núñez - Capital Federal,15500
1,,1,,,,,1,,,,,36,38,,Luis María Campos 100,Las Cañitas - Capital Federal,13500
1,,1,,,,,1,,,,,25,25,,"Av, Libertador  7330",Núñez - Capital Federal,9000
2,70 años,1,,,4,Interno,1,,Norte,,1,70,77,,Carlos Calvo 800,San Telmo - Capital Federal,15000
2,,1,,,,,1,,,,,45,45,,Calderon De La Barca 1881,Monte Castro - Capital Federal,14000
2,35 años,1,,,2,,1,,Norte,,8,45,101,,Vidal 2511,Belgrano C - Capital Federal,17000
