Ambientes,Antigüedad,Baños,Bodegas,Cocheras,Departamentos por piso,Disposición,Dormitorios,Expensas,Orientación,Piso (unidad),Pisos,Superficie cubierta,Superficie total,Tipo de departamento,address,neighborhood,price
4,50 años,2,,,,Frente,3,1700,Norte,,,73,73,,Perú Al 1300,San Telmo - Capital Federal,16000
3,,1,,,,,2,,,,,55,55,,"Dellepiane 4428, Villa Lugano",Villa Lugano - Capital Federal,10000
2,,2,,,,Contrafrente,1,4500,,,,50,52,Departamento,Libertad 900,Recoleta - Capital Federal,15500
3,,1,,1,,,2,,,,,45,50,,Vera 1000,Villa Crespo - Capital Federal,15000
2,30 años,1,,,,Frente,1,5500,Norte,,14,42,44,,Mendoza Al 3000,Belgrano - Capital Federal,14500
1,50 años,1,,,,Interno,1,1400,,2,10,17,17,Departamento,Diagonal Roque Saenz Peña 995,San Nicolás - Capital Federal,7500
3,0 años,2,,,,Frente,2,,,,,55,58,Departamento,Candelaria 250,Floresta - Capital Federal,13000
3,20 años,2,,,2,,2,,,,8,57,70,Departamento,Burela Al 2100,Villa Urquiza - Capital Federal,19000
2,6 años,1,,,3,Contrafrente,1,3000,,,11,42,46,Departamento,Olazabal Al 4400,Villa Urquiza - Capital Federal,13000
2,0 años,1,,,,Contrafrente,1,,Este,,,55,57,,Olga Cossettini Al 1500 - Lumiere Madero,Puerto Madero - Capital Federal,22900
2,8 años,1,,,,Frente,1,3200,Este,,,43,46,,Muñiz 1069 3ºa ( Av. San Juan - Bidegain),Boedo - Capital Federal,12500
4,45 años,2,,1,2,Contrafrente,3,,,,9,66,70,Departamento,Echeverria Al 5300,Villa Urquiza - Capital Federal,21000
3,40 años,1,,1,4,Contrafrente,2,8000,,,10,55,63,Departamento,Aguero Al 2100,Barrio Norte - Capital Federal,16000
2,,1,,,,,1,,,,,42,42,,Luis Viale 500,Villa Crespo - Capital Federal,10000
4,0 años,2,,,,,3,3200,,,20,79,84,Departamento,Juramento Al 3100,Belgrano - Capital Federal,17000
2,4 años,1,,,4,Frente,1,3500,,,4,35,38,Departamento,"C.a,lopez Al 2400",Villa Pueyrredón - Capital Federal,12000
2,35 años,1,,,,,1,,,,,40,40,,Craig Al 800,Caballito - Capital Federal,9500
3,,2,,1,,Frente,2,,,,7,62,66,Departamento,Neuquen 600,Caballito - Capital Federal,19000
2,50 años,1,,,,Contrafrente,1,,Oeste,,,34,34,,Peru Al 1100,San Telmo - Capital Federal,11000
2,3 años,1,,,,,1,2500,,,,37,,,Bogotá Al 300,Caballito - Capital Federal,14000
3,0 años,2,,,,Contrafrente,3,5500,,,,86,90,Departamento,Avda Pueyrredon Al 900,Barrio Norte - Capital Federal,18000
2,35 años,1,,,4,Interno,1,2200,,,9,38,38,Departamento,Laprida Al 1700,Recoleta - Capital Federal,12000
4,0 años,2,,1,,,3,8000,,,,129,137,Departamento,Teodoro García  Al 2400,Belgrano - Capital Federal,24000
3,10 años,2,,,,Contrafrente,2,10000,,,,85,85,,Guatemala  4550,Palermo - Capital Federal,50000
2,45 años,1,,,3,Lateral,1,1800,Este,3,8,37,37,Departamento,Neuquen 1200,Caballito - Capital Federal,9000
3,0 años,1,,,,,2,3600,,,,65,73,Departamento,Nazca Al 1300,Flores - Capital Federal,10800
2,40 años,1,,,,Contrafrente,1,,,,,44,44,Departamento,Rafaela Al 3700,Floresta - Capital Federal,89000
3,0 años,1,,,3,Contrafrente,2,3500,,,8,52,52,Departamento,Puán  Al 700,Parque Chacabuco - Capital Federal,13200
2,40 años,1,,,,Interno,1,1600,,1,,50,60,Departamento,Gualeguaychu 2073,Floresta - Capital Federal,8500
2,40 años,1,,,,,1,,,,,40,40,,Av. Rivadavia Al 5900,Caballito - Capital Federal,9500
3,30 años,1,,,,,2,3200,,,,,,,Virrey Cevallos Al 900,Constitución - Capital Federal,14000
2,5 años,1,,,,Frente,1,7400,Norte,,,50,55,,Roseti Al 2052,Villa Urquiza - Capital Federal,13900
4,50 años,2,,,1,Frente,3,13947,,,13,130,130,Departamento,Santa Fe Al 3300,Palermo - Capital Federal,27000
2,4 años,1,,1,4,Lateral,1,,Norte,,3,35,35,,California  2260,Barracas - Capital Federal,13000
2,35 años,1,,,,Contrafrente,1,4200,,,,50,75,,Matheu Al 100,Balvanera - Capital Federal,10500
3,65 años,1,,,2,Frente,2,5760,,,,60,68,Departamento,Av. Acoyte Al 400,Caballito - Capital Federal,17000
2,45 años,1,,,,,1,4500,Norte,,,41,41,,Rivadavia Al 6200,Flores - Capital Federal,9000
4,50 años,1,,,,Frente,2,3700,Este,,,70,80,,Juan B Justo Al 3600,Paternal - Capital Federal,15700
3,30 años,1,,,4,Frente,2,3600,Oeste,5,15,70,70,Departamento,Andonaegui 2383,Villa Urquiza - Capital Federal,17000
2,40 años,1,,,,Interno,1,1600,,1,,50,60,Departamento,Gualeguaychu 2073,Villa Devoto - Capital Federal,8500
3,,1,,1,,,2,,,,,45,50,,Vera 1000,Palermo - Capital Federal,15000
2,6 años,1,,,2,Frente,1,2500,,,,40,45,Departamento,Av. San Martin  1778,Caballito - Capital Federal,13800
2,30 años,1,,,2,Frente,1,2700,,7,7,43,43,Departamento,Av Segurola 2000,Monte Castro - Capital Federal,10000
3,45 años,1,,,,Contrafrente,2,2850,Norte,,,50,,,Gaona Al 2900,Caballito - Capital Federal,14000
2,45 años,1,,,7,Lateral,1,950,,,1,31,31,Departamento,Bahia Blanca 1400,Floresta - Capital Federal,8500
3,45 años,1,,,3,Frente,2,3800,,10,11,56,65,Departamento,Uriburu  774,Balvanera - Capital Federal,14000
2,,1,,,,,1,,,,,42,42,,Luis Viale 500,Almagro - Capital Federal,10000
2,0 años,1,,,,Contrafrente,1,4300,Norte,,2,34,36,,Av. Gaona Al 1200,Caballito - Capital Federal,15000
4,20 años,2,,1,1,Frente,3,5200,,3,7,90,100,Piso,Tuyu 15,Villa Luro - Capital Federal,20000
2,,1,,,,Interno,1,,,,,35,45,Departamento,Sayos 5700,Villa Lugano - Capital Federal,8000
5,70 años,2,,,,Frente,3,15000,Este,,1,135,135,,Montañeses Y Sucre,Belgrano - Capital Federal,25500
3,0 años,1,,,,,2,2000,,,,74,74,Departamento,Pedro Lozano  Al 3000,Villa Del Parque - Capital Federal,16000
3,25 años,2,,,,Lateral,2,,,,,80,90,Departamento,Cesar Díaz  4300,Floresta - Capital Federal,14000
2,50 años,1,,,,Contrafrente,1,,,,,,,,Vernet Al 300,Parque Chacabuco - Capital Federal,8500
2,6 años,1,,,,Frente,1,7400,Norte,,1,50,58,,Freire Al 2600,Núñez - Capital Federal,15000
2,40 años,1,,,3,Interno,1,2400,,,10,40,52,Departamento,Sanchez De Bustamante  Al 1700,Barrio Norte - Capital Federal,11000
3,35 años,2,,,,Frente,2,2100,,,,,,,Maza Al 800,Boedo - Capital Federal,15000
2,80 años,1,,,9,Interno,1,,Este,,1,36,40,,Chiclana 3062,Parque Patricios - Capital Federal,9900
2,35 años,1,,,,Contrafrente,1,2000,,,1,40,46,,Vuelta De Obligado Al 1400,Belgrano - Capital Federal,11000
2,0 años,1,,,2,Contrafrente,1,,,,7,1,1,Departamento,Cullen Al 4800,Villa Urquiza - Capital Federal,13000
3,,1,,1,,,2,,,,,45,50,,Vera 1000,Colegiales - Capital Federal,15000
2,40 años,1,,,,Frente,1,2500,Este,,,34,62,,Pumacahua 33 3a,Caballito - Capital Federal,12000
2,0 años,1,,,6,Frente,1,3000,,,12,42,50,Departamento,Rivadavia Al 3200,Almagro - Capital Federal,11000
2,40 años,1,,,,Interno,1,1600,,1,,50,60,Departamento,Gualeguaychu 2073,Monte Castro - Capital Federal,8500
3,50 años,2,,,,Frente,2,,,,,,,,Av. Acoyte Al 600,Caballito - Capital Federal,13000
2,35 años,1,,,,Frente,1,3200,Sur,,1,40,,,Luis Viale Al 2600,Flores - Capital Federal,10000
3,40 años,1,,,6,Frente,2,2600,Norte,8,18,48,50,Departamento,Av Scalabrini Ortiz 582,Villa Crespo - Capital Federal,14000
3,,1,,,,Contrafrente,2,2800,,,,57,62,Departamento,Jose Ortega Y Gasset 1719,Palermo - Capital Federal,18500
2,35 años,1,,,,Lateral,1,2720,Este,,,42,42,,Virrey Loreto Al 2400,Belgrano - Capital Federal,13000
2,45 años,1,,,,Contrafrente,1,2300,Norte,,,35,,,Av San Juan Al 2300,Boedo - Capital Federal,9000
3,40 años,1,,,,Frente,2,4330,Sur,,,54,57,,Av. Corrientes Al 5600,Villa Crespo - Capital Federal,15000
2,,1,,,,,1,,,,,42,42,,Luis Viale 500,Palermo - Capital Federal,10000
3,40 años,1,,,7,Frente,2,,Sur,1,9,65,70,,Emilio Mitre 80,Caballito - Capital Federal,14000
3,,1,,,,,2,5000,,,,68,68,Departamento,Av. Nazca 3100,Villa Del Parque - Capital Federal,17000
2,35 años,1,,,,Frente,1,1795,Norte,,,48,55,,Corrientes Av. Al 2800 Entre Pueyrredón Y Boulogne  Sur Mer,Once - Capital Federal,12000
2,55 años,1,,,,Lateral,1,1800,,4,,39,39,Departamento,Goya 255,Floresta - Capital Federal,9500
2,,1,,,,,1,,,,,25,28,,Av. Castañares Y Miró 1800,Parque Chacabuco - Capital Federal,8500
3,20 años,1,,,,Frente,2,6000,,,,70,,,Mario Bravo 64,Almagro - Capital Federal,16000
3,35 años,1,,,5,Frente,2,3500,Norte,,8,68,70,Departamento,Thames 1290,Palermo - Capital Federal,16000
2,,1,,,,Frente,1,2500,Norte,,8,40,40,Departamento,R.a.siria 3001,Palermo - Capital Federal,12000
2,50 años,1,,,,Contrafrente,1,1963,Oeste,,,26,32,,Tacuari  Al 1200,San Telmo - Capital Federal,10000
2,40 años,1,,,,Lateral,1,,,,,40,40,,Araoz Al 1200,Villa Crespo - Capital Federal,11000
3,25 años,2,,1,5,Frente,2,4500,Oeste,5,8,54,59,Departamento,Bucarelli 2229,Villa Urquiza - Capital Federal,19000
2,15 años,01,,,4,Contrafrente,01,4200,,3,12,42,45,Departamento,Nogoyá 2459,Villa Del Parque - Capital Federal,12500
2,40 años,1,,,,Interno,1,2400,,,,38,38,Departamento,Talcahuano 1000,Recoleta - Capital Federal,13000
2,,1,,,,Contrafrente,1,1500,,,,38,38,Departamento,Regimiento De Patricios 1496,La Boca - Capital Federal,9000
3,0 años,2,,1,2,Frente,2,8000,,,,73,80,Departamento,Olleros  Al 3500,Colegiales - Capital Federal,19000
3,45 años,2,,,2,Frente,2,4000,,,7,68,73,Departamento,Cordoba Al 2600,Barrio Norte - Capital Federal,16000
3,54 años,1,,,4,Lateral,2,1650,,,13,50,50,Departamento,Rivadavia Al 5500,Caballito - Capital Federal,14000
2,6 años,1,,,,Frente,1,3200,,,,46,46,,Av. San Pedrito Al 100,Flores - Capital Federal,12000
4,0 años,2,,1,2,Frente,3,6500,,,8,82,90,Departamento,Alberti  Al 500,Balvanera - Capital Federal,22000
2,,1,,,3,Lateral,1,1984,,,10,32,32,Departamento,Av. Independencia 3100,Boedo - Capital Federal,9500
2,3 años,1,,,,Contrafrente,1,2600,Norte,,1,40,88,,Vallejos Al 2300,Villa Pueyrredón - Capital Federal,13500
3,0 años,2,,1,,,2,2100,,,,25,,,Guatemala 8700,Palermo - Capital Federal,9000
2,35 años,1,,,3,Interno,1,800,,6,,40,40,Departamento,Guamini  1171,Liniers - Capital Federal,10000
2,50 años,1,,,,Interno,1,2500,,,,40,40,Departamento,Honorio Pueyrredon Al 1700,Villa Crespo - Capital Federal,12000
2,0 años,1,,,,,1,2700,,,,40,44,Departamento,Av Córdoba  Al 4800,Palermo - Capital Federal,11500
2,40 años,1,,,,Interno,1,2100,,,,40,46,,Arenales Al 2500,Recoleta - Capital Federal,10000
4,10 años,2,,,,Frente,3,12000,,,,95,100,,Guatemala  4550,Palermo - Capital Federal,55000
3,4 años,1,,,2,Frente,2,2500,Este,8,9,53,60,Departamento,Portela 270,Flores - Capital Federal,16000
4,2 años,2,,1,,Frente,3,9000,,,,84,93,,Bartolomé Mitre  Al 4400,Almagro - Capital Federal,18000
1,2 años,1,,,,Frente,,3500,Oeste,2,6,38,38,Departamento,Argerich  3053,Villa Del Parque - Capital Federal,10000
2,50 años,1,,,,Interno,1,2500,,,,37,37,,Av. Directorio Al 2500,Flores - Capital Federal,9000
4,,2,,,,Frente,3,8900,,,,97,118,Departamento,Bragado 5800,Mataderos - Capital Federal,22000
4,40 años,2,,,,Frente,3,8246,,,,,93,,Uriburu Al 1000,Recoleta - Capital Federal,18500
3,30 años,1,,,,Contrafrente,2,5000,Norte,,1,70,87,,Coronel Díaz Al 1700,Palermo - Capital Federal,19000
2,40 años,1,,,,Lateral,1,2500,,,,40,40,,Vera Al 100,Villa Crespo - Capital Federal,11500
2,48 años,1,,,12,Lateral,1,,Norte,17,24,36,38,,Sanchez De Bustamante 444,Almagro - Capital Federal,12000
2,,1,,,,,1,,,,,38,38,,Av Directorio 2400,Flores - Capital Federal,10500
2,20 años,1,,,,Contrafrente,1,4800,,,,,,,Luis Maria Campos 86  9º D,Palermo - Capital Federal,13500
2,40 años,1,,,6,Frente,1,3200,,,18,35,35,Departamento,San Martin Av. Al 2800,Paternal - Capital Federal,8500
3,,1,,1,,Lateral,2,4000,,,,50,50,Departamento,Malabia 2322,Palermo - Capital Federal,18000
3,8 años,2,,,,Frente,2,2800,,,2,70,75,,San Benito De Palermo Al 1600,Las Cañitas - Capital Federal,21000
2,30 años,1,,,4,Frente,1,540,,3,3,31,34,Departamento,Felipe Vallese 3600,Floresta - Capital Federal,10000
2,,1,,,,,1,,,,,42,42,,Corrientes 4700,Palermo - Capital Federal,12000
2,0 años,1,,,,,1,,,,,48,54,,Avenida San Martin Al 6100,Villa Devoto - Capital Federal,15000
4,50 años,2,,,,Frente,3,1226,Norte,,,69,88,,Carlos Calvo Al 400,San Telmo - Capital Federal,30000
2,15 años,1,,,,Contrafrente,1,4800,Este,,,48,,,Ayacucho Al 1400,Barrio Norte - Capital Federal,20000
4,35 años,2,,,4,Frente,3,7500,,,15,79,96,Departamento,Cabildo Al 2600,Belgrano - Capital Federal,19000
2,,1,,,,,1,6441,,,,60,64,,Avda. Del Libertador 8008,Núñez - Capital Federal,18500
4,15 años,5,,2,,Contrafrente,3,19300,,,,170,200,Departamento,Av. Libertador  Al 7500,Núñez - Capital Federal,2000
3,22 años,1,,,,Contrafrente,2,8800,Sur,,,,93,,Pedro Goyena Al 1200,Caballito - Capital Federal,18000
3,45 años,1,,1,,Contrafrente,2,4558,Sur,,,65,70,,Aranguren 1460 6ºh (entre Biedma Y Oroño),Caballito - Capital Federal,17500
2,35 años,1,,,,,1,2400,,,,40,40,,Sarandí Al 1200,San Cristóbal - Capital Federal,9500
2,2 años,1,,,3,,1,2000,Este,3,70,40,45,Departamento,Avenida Rivadavia 10173,Floresta - Capital Federal,8500
2,,1,,,,,1,,,,,42,42,,Luis Viale 500,Paternal - Capital Federal,10000
2,50 años,1,,,4,Interno,1,890,,1,2,40,40,Departamento,Jean Jaures 67,Balvanera - Capital Federal,11000
2,40 años,1,,,6,Lateral,1,1500,Norte,14,14,40,40,Departamento,Monroe 4966,Villa Urquiza - Capital Federal,12500
3,45 años,2,,,,Lateral,2,2800,Norte,8,8,66,66,Departamento,Helguera  2769,Villa Del Parque - Capital Federal,16000
3,,1,,,,,2,,,,,70,70,Departamento,Armenia 1200,Palermo - Capital Federal,17500
3,55 años,1,,,,,2,6300,,,,80,86,Semi piso,Vidt 2064,Palermo - Capital Federal,25500
2,30 años,1,,,3,Lateral,1,1600,Norte,7,8,40,42,Departamento,Av.corrientes 6600,Chacarita - Capital Federal,11500
1,2 años,1,,,,Frente,,3700,Oeste,,,24,28,,Av. Corrientes Al 6300,Chacarita - Capital Federal,13500
2,30 años,1,,,3,Interno,1,1800,,,,38,38,Departamento,Neuquen 500,Caballito - Capital Federal,10000
2,0 años,1,,,5,Contrafrente,1,2600,,,10,39,39,Departamento,Lavalle Al 3900,Almagro - Capital Federal,10500
2,0 años,1,,,,Contrafrente,1,4200,,,,55,59,Departamento,Cabildo Al 100,Belgrano - Capital Federal,13000
2,5 años,1,,,,Frente,1,7400,Norte,,,50,55,,Roseti Al 2052,Colegiales - Capital Federal,13900
3,10 años,1,,,,,2,2800,,,,60,,,El Salvador Al 4700,Palermo - Capital Federal,22000
2,30 años,1,,,,Lateral,1,2500,,,,40,40,Departamento,Mariano Acha 4400,Saavedra - Capital Federal,9500
2,35 años,1,,,,Frente,1,3000,Norte,,,40,,,Jose Antonio Paez Al 2800,Flores - Capital Federal,10000
3,30 años,1,,,,Frente,2,4100,Norte,,1,82,85,,Vera 260,Villa Crespo - Capital Federal,16900
3,,1,,1,,,2,,,,,45,50,,Vera 1000,Caballito - Capital Federal,15000
3,40 años,2,,1,,Contrafrente,2,10000,,,,80,88,Departamento,Ugarteche  Al 2800,Palermo - Capital Federal,23000
2,0 años,1,,,,,1,3600,,,,40,40,Departamento,Amenabar Al 3500,Núñez - Capital Federal,13500
3,0 años,1,,,,,2,4000,,,,52,58,Departamento,Araoz  Al 300,Villa Crespo - Capital Federal,16000
3,40 años,1,,,,,2,,,1,1,57,68,Departamento,Lascano  2900,Villa Del Parque - Capital Federal,18000
2,,1,,,,,1,,,,,42,42,,Luis Viale 500,Flores - Capital Federal,10000
2,9 años,1,,,,Frente,1,2200,,,,40,,,Felipe Vallese Al 1900,Flores - Capital Federal,12500
2,0 años,1,,,,Frente,1,3300,,,9,42,46,,Beruti 2377 8° A,Recoleta - Capital Federal,17700
2,22 años,1,,,,Frente,1,3604,,,7,40,44,Departamento,Saavedra Al 200,Balvanera - Capital Federal,11500
2,0 años,1,,,11,Contrafrente,1,1900,,,,30,30,Departamento,Av Rivadavia Al 1300,Congreso - Capital Federal,8000
2,0 años,1,,,,Frente,1,3168,,,,50,53,Departamento,Jufre Al 100,Villa Crespo - Capital Federal,16000
2,35 años,1,,,5,,1,3550,,,12,40,49,Departamento,Avenida Belgrano Al 2200,Congreso - Capital Federal,11500
2,30 años,1,,,4,Contrafrente,1,2500,Este,7,8,34,37,Departamento,Miller 2000,Villa Urquiza - Capital Federal,12000
2,40 años,1,,,3,Contrafrente,1,2850,,,14,38,38,Departamento,Bahia Blanca Al 3300,Villa Devoto - Capital Federal,10000
2,35 años,1,,,,Frente,1,1800,Sur,,1,32,37,,Av. Juan B. Alberdi Al 1600,Caballito - Capital Federal,11500
1,2 años,1,,,,Contrafrente,,4100,Norte,,1,41,47,,"Deheza Al 3100 - 4º Piso ""c""",Saavedra - Capital Federal,11000
1,50 años,1,,,2,Lateral,,2500,,,6,25,25,Departamento,Junin Al 1300,Barrio Norte - Capital Federal,7900
2,,1,,,,Lateral,1,2200,,,7,33,33,Departamento,Zuviria 500,Caballito - Capital Federal,10000
2,2 años,1,,,,Frente,1,5700,Oeste,,,40,70,,Av Asamblea Al 1300,Parque Chacabuco - Capital Federal,14000
3,40 años,1,,,1,Frente,2,3000,,,7,70,76,Departamento,Balbín Al 3600,Saavedra - Capital Federal,16000
2,43 años,1,,1,,Contrafrente,1,3542,,,,40,40,,O Higgins Al 2000 Entre Juramento Y Echeverría,Belgrano - Capital Federal,12500
3,45 años,,,,,,2,2800,,,,,55,,Castelli 22 4° C,Balvanera - Capital Federal,12000
2,45 años,,,,,Frente,1,,Este,,,43,47,,Trelles Al 1050 Pbºa ( Av. Gaona - Franklin),Flores - Capital Federal,11500
2,49 años,1,,,,Contrafrente,1,2956,,,,38,38,Departamento,Virrey Loreto  Al 1500,Las Cañitas - Capital Federal,11000
4,50 años,1,,,,Interno,2,6500,,,1,82,82,,Juncal Al 2000,Recoleta - Capital Federal,20000
2,50 años,1,,,,Interno,1,,Norte,,,24,24,,Virrey Cevallos Al 600,Monserrat - Capital Federal,11000
2,30 años,1,,,,,1,2500,,,,,39,,Conde Al 900,Colegiales - Capital Federal,12700
3,23 años,1,,,6,Lateral,2,3000,,,14,45,45,Departamento,Melian 3200,Coghlan - Capital Federal,12000
3,0 años,2,,1,,,2,,,,,1,1,Departamento,Avalos Al 2000,Villa Urquiza - Capital Federal,23900
4,,1,,,,,2,,,,,68,68,,Bauness 2553,Villa Urquiza - Capital Federal,18400
3,70 años,1,,,4,,2,3000,Norte,3,6,57,60,Departamento,Pueyrredon Honorio  1200 3°,Caballito - Capital Federal,13000
3,2 años,1,,1,3,Frente,2,5000,,,9,65,76,Departamento,Francisco Beiro Al 4400,Villa Devoto - Capital Federal,20000
3,,3,,,,Frente,2,5700,,,,100,100,Departamento,Juramento 2100,Belgrano - Capital Federal,20500
2,8 años,1,,,,,1,4500,,,,44,48,,Argerich 3900,Villa Pueyrredón - Capital Federal,9800
2,3 años,1,,,2,Frente,1,2000,,9,10,37,526,Departamento,Portela 270,Flores - Capital Federal,12000
2,40 años,1,,,,Frente,1,3700,Este,,1,65,85,,Echeverria Al 1400,Belgrano - Capital Federal,16000
1,2 años,1,,,,Frente,1,3900,,,,35,39,Departamento,Av Cabildo Al 2800,Belgrano - Capital Federal,12000
3,15 años,1,,,,Contrafrente,2,5500,Norte,,9,72,72,,Teodoro Garcia Al 1800,Las Cañitas - Capital Federal,14900
3,40 años,1,,,,Contrafrente,2,1918,Este,,,62,62,,Rio De Janeiro Y Av. Rivadavia,Caballito - Capital Federal,17000
,,1,,,,,1,,,,,35,35,,Baigorria 2800,Villa Del Parque - Capital Federal,9000
2,,2,,,,Frente,1,,,,,40,40,Departamento,Yerbal 2105,Flores - Capital Federal,9000
3,0 años,1,,,,Frente,2,5000,,,,77,85,Departamento,Av La Plata Al 600,Caballito - Capital Federal,20000
3,40 años,1,,,,Frente,2,2000,,,,58,62,,Leiva Al 4000,Chacarita - Capital Federal,15000
3,60 años,1,,,,Contrafrente,2,4000,,,,52,52,,Soldado De La Independencia  Al 1100,Belgrano - Capital Federal,17000
2,10 años,1,,,,Frente,1,5600,,,,40,50,Semi piso,El Salvador 6000,Palermo - Capital Federal,15500
4,45 años,2,,,,Frente,2,6600,,,,84,84,Departamento,Julian Alvarez Al 2700,Palermo - Capital Federal,19000
2,40 años,1,,,,,1,,,,,38,38,,Quesada Al 2400,Núñez - Capital Federal,9500
4,0 años,2,,1,,,3,7000,,,,60,66,Departamento,Olazabal Al 5100,Villa Urquiza - Capital Federal,19000
2,6 años,1,,,3,Contrafrente,1,3000,,,11,40,43,Departamento,Olazabal Al 4400,Villa Urquiza - Capital Federal,13000
2,5 años,1,,,3,Frente,1,2555,,,12,62,62,Departamento,Balbin Al 2500,Belgrano - Capital Federal,16200
2,,1,,,,,1,,,,,42,42,,Corrientes 4700,Almagro - Capital Federal,12000
3,49 años,1,,1,,,2,,,,,90,90,Departamento,Navarro Al 4500,Villa Devoto - Capital Federal,18900
2,6 años,1,,,,Contrafrente,1,,Este,,1,45,49,,Patron Al 5800,Villa Luro - Capital Federal,13500
2,22 años,1,,,,Frente,1,3604,,,7,40,44,Departamento,Saavedra Al 200,Balvanera - Capital Federal,11500
3,10 años,2,,,,Frente,2,8000,Norte,,1,63,73,,Soldado De La Independencia Al 1400,Belgrano - Capital Federal,27000
5,60 años,2,,1,,Frente,3,13000,,,,215,233,,Bulnes Al 1800 5°,Barrio Norte - Capital Federal,30000
2,40 años,1,,,4,Lateral,1,3500,,,9,43,49,Departamento,Bauness Al 2200,Villa Urquiza - Capital Federal,12000
3,0 años,1,,,,,2,3700,,,,59,59,Departamento,Teodoro Vilardebo Al 2700,Villa Del Parque - Capital Federal,15000
2,0 años,1,,,,Frente,1,1800,,,,37,42,Departamento,Juncal  Al 2800,Palermo - Capital Federal,11000
3,9 años,2,,1,,Frente,2,5000,,,,65,75,,Charcas Al 3000,Barrio Norte - Capital Federal,22000
3,,1,,,,,2,6000,,,,106,106,Departamento,Arenales 2300,Recoleta - Capital Federal,24000
2,23 años,1,,,2,Frente,1,1300,Este,1,3,23,23,Departamento,Cucha Cucha 600,Caballito - Capital Federal,10500
3,40 años,1,,,5,Contrafrente,2,4000,,,8,47,65,Departamento,Neuquen  1082,Caballito - Capital Federal,17000
3,40 años,2,,,,Contrafrente,2,3886,Sur,,,90,95,,Av. Juan B. Alberdi 872 4º B ( Centenera - Thompson),Caballito - Capital Federal,17000
4,0 años,2,,,,,3,,,,,84,84,Departamento,Boulogne Sur Mer  Al 900,Barrio Norte - Capital Federal,22000
2,0 años,1,,,,,1,,,,,36,36,,Arenales Y Rodiguez Peña,Recoleta - Capital Federal,14000
2,50 años,1,,,,Frente,,3990,Sur,,10,53,66,,Maipú Al 300 Entre Av Corrientes Y Sarmiento,San Nicolás - Capital Federal,11000
3,47 años,1,,1,,Frente,2,11494,Norte,,,75,85,,Dorrego Al 2699 5º7 (gral. Savio - Av. L. M. Campos),Las Cañitas - Capital Federal,19000
2,40 años,1,,,,Frente,1,1539,Este,,,42,45,,Av.beirò  Al 3300,Villa Del Parque - Capital Federal,10000
2,4 años,1,,,,Frente,1,2900,,,,37,40,Departamento,Ramón Falcón  6239,Liniers - Capital Federal,12000
2,35 años,1,,,,Frente,1,2500,,,,35,,,F. Bilbao Al 1800,Parque Chacabuco - Capital Federal,11000
3,,1,,1,,,2,,,,,45,50,,Vera 1000,Chacarita - Capital Federal,15000
2,4 años,1,,,,,1,5500,Este,,,55,58,,Arce Al 500,Las Cañitas - Capital Federal,16500
2,40 años,1,,,,,1,,,,,48,,,11 De Septiembre Al 3600,Núñez - Capital Federal,19000
2,30 años,1,,,,,1,600,,,,40,40,,Irigoyen 800,Versalles - Capital Federal,9000
2,55 años,1,,,,Interno,1,1200,Norte,,5,34,34,Departamento,San Nicolas  4243,Villa Devoto - Capital Federal,8500
4,19 años,2,,1,,Frente,3,17000,,,,101,112,,Aime Paine Al 1600,Puerto Madero - Capital Federal,49000
2,40 años,1,,,,Contrafrente,1,3500,Este,,,39,,,Montañeses Al 1800,Belgrano C - Capital Federal,11000
2,0 años,1,,,,,1,,,,1,,,,Ruiz Huidobro Y Zapiola,Saavedra - Capital Federal,14000
2,1 años,2,,,,Frente,1,10000,,,,115,121,Departamento,Jorge Newbery Al 3900,Chacarita - Capital Federal,16000
4,,2,,,,Frente,3,5000,,,14,73,77,Departamento,"Roosevelt, Franklin 2500",Belgrano - Capital Federal,20000
2,36 años,1,,,,Interno,1,1874,,,,27,27,,Marcelo T De Alvear Al 1600,Barrio Norte - Capital Federal,11500
3,5 años,2,,,,Interno,2,3400,,,,64,66,Departamento,Av. Santa Fe 2300,Recoleta - Capital Federal,17950
4,60 años,2,,,2,Contrafrente,2,9251,,,9,85,88,Departamento,Coronel Díaz  Al 1500,Palermo - Capital Federal,18000
3,0 años,2,,2,,,2,,,,,78,90,,Amenabar 50,Palermo - Capital Federal,60000
2,38 años,1,,,,Contrafrente,1,3800,,,1,50,50,,Peron Al 4000,Almagro - Capital Federal,12000
2,,1,,,,,1,2400,,,,30,30,,11 De Septiembre 2100,Belgrano - Capital Federal,13800
2,0 años,1,,,,Frente,1,2600,,,,40,40,Departamento,Republica Arabe Siria Al 2900,Palermo - Capital Federal,12000
2,0 años,1,,1,,,1,4000,,,,50,50,,Deheza,Núñez - Capital Federal,21500
5,40 años,2,,1,,,4,,,,,106,109,Departamento,Vedia 1650,Núñez - Capital Federal,30000
2,45 años,1,,,2,Lateral,1,4700,Oeste,4,7,1,50,Departamento,Azcuenaga 1500,Recoleta - Capital Federal,13000
2,5 años,1,,,,Frente,1,7400,Norte,,,50,55,,Roseti Al 2052,Chacarita - Capital Federal,13900
3,50 años,1,,,,Frente,2,,,,1,101,101,,San Benito De Palermo Al 1500,Las Cañitas - Capital Federal,25000
2,2 años,1,,,,Contrafrente,1,1990,Oeste,,,32,35,,Balbin Ricardo Dr. A Entre Nuñez Y Azurduy Ju,Núñez - Capital Federal,11000
